address,chanquannianxian,chanquanxingzhi,chaoxiang,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniajdai,link,louceng,lvhualv,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu 
海信慧园湛山-延安三路202号,70年产权;,商品房,南北,50048元/平米,无,,3室2厅2卫,平层,104.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209774602_11495409x2411013591_165979581.htm,中层,40%,2.5,湛山海信慧园一期套三明厅满五年省税中低楼层采光足,0.5元/平米·月,住宅                    ,海信慧园,简装修
金华公寓浮山所-南京路100号,70年产权;,个人产权,西南,11154元/平米,有,,3室2厅2卫,平层,208平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212767046_12136199x2411071081_160171529.htm,低层,25%,7.29,0金华公寓 南京路壆区 M3江西路 法拍房 可过户 不xiangou,3.5元/平米·月,住宅                    ,金华公寓,中装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,西南,29932元/平米,无,,3室2厅2卫,,115.26平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212575830_11478990x2411592427_165623157.htm,低层,62.3%,0.87,银都花园 小户型套三 采光充足 精装修,1.2元/平米·月,住宅                    ,银都花园,精装修
柏丽澜庭奥帆中心-金湾路1号,,商品房,南北,45642元/平米,无,,2室2厅2卫,,179.66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_205398623_12191984x2411229183_165314000.htm,低层,65%,1.51,柏丽澜庭 2室2厅 179平,4.13元/平米·月,住宅                    ,柏丽澜庭,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,暂无,44997元/平米,有,,3室2厅2卫,平层,148.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210772702_11485065x2411603145_165988218.htm,中层,46%,1.9,金海广场 奥帆基地 南北通透 采光明亮 近五四广场 户型方正,1.2元/平米·月,住宅                    ,金海广场,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,28786元/平米,无,,2室1厅1卫,平层,62.53平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210273950_12227048x2411595503_164580688.htm,高层,35%,1.5,辛家庄小区 南北通透 采光好,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
芝泉山庄湛山-芝泉路11-15号,,商品房,东,44364元/平米,无,,3室1厅1卫,平层,105.04平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212852492_12105726x2411665969_165268070.htm,中层,30%,1,湛山 芝泉山庄 封闭小区 人车分流 精装修 套三,1元/平米·月,住宅                    ,芝泉山庄,简装修
青岛山花园大学路-红岛支路3甲,,商品房,南,51577元/平米,无,,4室1厅2卫,平层,133.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212690641_11705492x2411666875_163532717.htm,低层,35%,1.9,大学路青岛山花园红岛路经典大户型出售 楼层好 位置佳,0.8元/平米·月,住宅                    ,青岛山花园,精装修
新贵都A区浮山所-徐州路53号,70年产权;,商品房,南北,30751元/平米,无,,2室1厅1卫,,68.29平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212355002_11928042x2411668625_164053003.htm,低层,40%,4.6,"新贵都A区,南北通透套二,中间楼层,适宜居住",0.7元/平米·月,住宅                    ,新贵都A区,精装修
延福花园广电大厦-延吉路166号,,个人产权,南,29545元/平米,无,,2室1厅1卫,平层,88平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989814_11259160x2411543183_165919459.htm,低层,40%,1.2,延福花园 双南卧南厅户型 位置安静 精装修,1.08元/平米·月,住宅                    ,延福花园,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,东,27714元/平米,无,,1室1厅1卫,平层,65.31平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212663921_11257422x2411255663_164108390.htm,中层,41%,1.99,锦绣华城 南向套一 装修保持好 看房方便 采光棒 业主诚售,1.48元/平米·月,住宅                    ,锦绣华城,简装修
海信璞园天山-银川西路20号,70年产权;,商品房,南,28889元/平米,无,,2室1厅1卫,,90平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209990022_11235715x2411283071_165919459.htm,低层,40%,4,海信璞园 2室1厅 90平,1.6元/平米·月,住宅                    ,海信璞园,精装修
东海路9号东海路-东海西路15号乙,70,商品房,西,42803元/平米,无,,2室1厅2卫,平层,182.23平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212792999_12415129x2411132903_165314742.htm,低层,25%,8.95,"口物业 居家花园小区, 3房780万,业主急卖此房",9元/平米·月,住宅                    ,东海路9号,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,个人产权,南北,30769元/平米,无,,2室1厅1卫,平层,65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212669272_11482144x2411665169_164640716.htm,中层,34%,1.2,五四广场 辛家庄 青大附 新世纪 中楼层 精装修 全天采光,0.4元/平米·月,住宅                    ,辛家庄二小区,精装修
海信金色慧谷广电大厦-仙居路66号,,商品房,南北,30263元/平米,无,,3室2厅1卫,,114平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211281858_11487483x2411092081_165183038.htm,高层,45%,1.8,海信金色慧谷114平三室二厅高楼层采光好精装修,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
天慧苑二轻新村-宁夏路118号,70年产权;,个人产权,南北,23325元/平米,无,,2室1厅1卫,平层,77.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210833473_11477500x2411669687_164686155.htm,高层,20%,1.56,新上 天慧苑 慧博园 市南区多层 南北通透 明厅不临街 M3号线,0.4元/平米·月,住宅                    ,天慧苑,精装修
瑞纳紫域天山-银川西路36号,70,个人产权,南北,40000元/平米,无,,3室2厅2卫,平层,140平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207671974_11472440x2411265303_164127408.htm,中层,60%,1.09,瑞纳紫域 稀.缺多层2楼 精装大套三 双南一北卧 带车位,2元/平米·月,住宅                    ,瑞纳紫域,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,东北,27719元/平米,无,,1室1厅1卫,,70.35平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212528794_11485074x2411596549_165887532.htm,中层,20%,5.5,颐和国际 1室1厅 70平,6元/平米·月,住宅                    ,颐和国际,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",,个人产权,南,26923元/平米,无,,2室1厅1卫,平层,65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206410584_11480138x2411714917_160580530.htm,中层,35%,1.2,漳州路逍遥路辛家庄64平套二厅双南全明户型一七五万,0.2元/平米·月,住宅                    ,逍遥小区,中装修
青岛山花园大学路-红岛支路3甲,,商品房,南北,56195元/平米,无,,3室2厅2卫,平层,113平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211454375_11487194x2411666875_164716230.htm,中层,35%,1.9,青岛山花园大学路小区2000年封闭小区双南一北明厅精装修中,0.8元/平米·月,住宅                    ,青岛山花园,精装修
东海路9号东海路-东海西路15号乙,70,商品房,南,36265元/平米,无,,3室2厅2卫,,209.57平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212614761_11249117x2411132903_164170729.htm,低层,25%,8.95,东海路9号 大套三209平 5楼临海好房 看房我来恭候,9元/平米·月,住宅                    ,东海路9号,豪华装修
城市梦想家广电大厦-宁夏路243号,70年产权;,商品房,东,30201元/平米,无,,3室2厅2卫,平层,149平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212813421_11264418x2411071079_165624576.htm,高层,40%,3,低收费 城市梦想家 双南卧采光好 楼层高 视野棒 户型方正,0.8元/平米·月,住宅                    ,城市梦想家,简装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南,32558元/平米,有,,2室2厅1卫,平层,86平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210175780_11490760x2411255663_160603012.htm,中层,41%,1.99,锦绣华城 精装套二 双南向不挡光 有钥匙 满五年 急售 价钱可议,1.48元/平米·月,住宅                    ,锦绣华城,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南北,36970元/平米,无,,3室2厅2卫,平层,165平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211246780_11238373x2411267823_164742372.htm,低层,40.1%,3.25,中海一号新上双南卧三居 位置安静的景观房 看房提前电话联系,2.05元/平米·月,住宅                    ,中海银海一号,精装修
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,南,37646元/平米,无,,3室2厅2卫,平层,122.19平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212547633_11640792x2411158067_164169583.htm,高层,35.3%,1.99,(中介费百一)国际城名苑 多层精装套三 全明户型 满五年 有车位,1.2元/平米·月,住宅                    ,国际城名苑,精装修
银城花园福州南路-漳浦路29号,70年产权;,商品房,南北,33761元/平米,无,,2室2厅2卫,,117平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211305878_11266112x2411604917_160529210.htm,中层,35%,2,银行房子 采光好 多层三楼 银城花园 双南卧双厅可改三居室,0.3元/平米·月,住宅                    ,银城花园,精装修
弘信山庄天山-宁夏路274号,,商品房,南,37801元/平米,无,,3室2厅2卫,,150.79平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473353_12239687x2411591105_160572242.htm,高层,40%,1.6,弘信山庄 3室2厅 150平,0.8元/平米·月,住宅                    ,弘信山庄,精装修
新昌路八大湖-新昌路4号,,个人产权,暂无,26667元/平米,无,,2室1厅1卫,平层,60平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212855032_12425561x2411788075_163868634.htm,低层,36.5%,,广电大厦天台路 不临街 平地一楼 可圈院子 满五年 位置安静诚售,暂无资料,住宅                    ,新昌路,简装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,商品房,南,28428元/平米,无,,2室1厅1卫,平层,73.87平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209621966_12127908x2411665169_164580688.htm,中层,34%,1.2,辛家庄 一楼带院 户型方正 生活方便,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
颐中高山天山-旌德路26号,70年产权;,商品房,南北,32128元/平米,无,,3室2厅2卫,,171.19平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473469_12199221x2411097380_160572242.htm,中层,40.2%,1.29,颐中高山 3室2厅 171平,1.4元/平米·月,住宅                    ,颐中高山,精装修
天泰新村三期二轻新村-宁夏路110号,,商品房,南北,29231元/平米,无,,2室1厅1卫,平层,91平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209555283_11248096x2411665297_163491870.htm,低层,35%,,市南 CBD商圈 天泰新村一楼带院 南北通透 精装修急售,0.5元/平米·月,住宅                    ,天泰新村三期,精装修
新贵都浮山所-徐州路2号,70年产权;,商品房,南,35509元/平米,无,,6室2厅5卫,,383平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212354674_11266229x2411012856_164053003.htm,高层,40%,4.6,新贵都一期 婚装复式 送平台 带电梯,0.4元/平米·月,住宅                    ,新贵都,精装修
鲁能领寓火车站-北京路53号,,个人产权,西北,17819元/平米,有,,1室0厅1卫,平层,37.04平米,住宅                    ,http://esf.qd.fang.com/chushou/18_201219331_11688059x2411111320_162566668.htm,高层,27%,11.14,市南区套一海景房温馨干净舒适,1.5元/平米·月,住宅                    ,鲁能领寓,精装修
华嘉大厦二轻新村-山东路52号,,商品房,西南,13729元/平米,有,,2室1厅1卫,平层,98.33平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209719826_12139697x2411749999_160501455.htm,低层,0%,,总价低 镇江路xue区 住宅 单价1.36万,暂无资料,住宅                    ,华嘉大厦,中装修
弘信山庄天山-宁夏路274号,,商品房,南北,27558元/平米,无,,3室1厅1卫,平层,112.49平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210740424_11475240x2411591105_163622998.htm,高层,40%,1.6,此房为封闭小区精装修拎包住,0.8元/平米·月,住宅                    ,弘信山庄,精装修
锦绣华城二期二轻新村-延吉路119号,70,商品房,南北,45811元/平米,有,,3室2厅1卫,,148平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212491940_12254669x2411679403_165190648.htm,高层,46%,1.2,锦绣华城二期 电梯花园洋房 精装套三 南北通透 户型方正 看房方,1.48元/平米·月,住宅                    ,锦绣华城二期,豪华装修
华青园五四广场-东海西路51号、燕儿岛路6号,,个人产权,南北,34559元/平米,有,,4室2厅2卫,平层,136平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208673287_11483576x2411681713_162245314.htm,中层,48%,2.4,奥帆 华青园 南北通透 套四 急售 有钥匙 鲁商 华润悦府,0.4元/平米·月,住宅                    ,华青园,精装修
金都新村青岛大学-海口路11号甲,70年产权;,商品房,南北,37629元/平米,无,,2室2厅1卫,平层,97平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207383503_11480754x2411673915_164790887.htm,中层,45%,1.36,海口路 金都新村 封闭小区 97平大套二 全明户型 南北通透,0.9元/平米·月,住宅                    ,金都新村,中装修
福海景苑广电大厦-福州南路62号,,商品房,南,30534元/平米,有,,3室2厅2卫,平层,131平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211445260_11488069x2411627423_165941520.htm,高层,35%,1.98,福海景苑封闭小区 精装错层大三居 南京路 有钥匙,0.5元/平米·月,住宅                    ,福海景苑,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,个人产权,南北,34110元/平米,无,,2室1厅1卫,平层,60.1平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212706192_11705813x2411665169_164099304.htm,低层,34%,1.2,辛家庄小区 多层一楼套二厅 带封闭30平小院子 青大fu小xue区房,0.4元/平米·月,住宅                    ,辛家庄二小区,中装修
天福苑天山-宁夏路206号,70年产权;,个人产权,暂无,28571元/平米,有,,2室2厅1卫,平层,98平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989810_11498202x2411024194_165919459.htm,中层,40%,1.85,天福苑小区 多层三楼 双南卧北明厅大套二,1元/平米·月,住宅                    ,天福苑,精装修
柏丽澜庭奥帆中心-金湾路1号,,商品房,南,48472元/平米,无,,2室2厅2卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211349955_11489058x2411229183_160608926.htm,低层,65%,1.51,奥帆 柏丽澜庭 双南 豪宅 价位可议,4.13元/平米·月,住宅                    ,柏丽澜庭,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,北,24995元/平米,无,,1室0厅1卫,,48.01平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473510_11475919x2411097380_160572242.htm,中层,40.2%,1.29,颐中高山 1室0厅 48平,1.4元/平米·月,住宅                    ,颐中高山,简装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",,商品房,南,29508元/平米,无,,2室1厅1卫,平层,61平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211862200_11497205x2411714917_163605045.htm,高层,35%,1.2,逍遥小区 低楼层 套二厅 南北通透 位置安静 客厅大,0.2元/平米·月,住宅                    ,逍遥小区,简装修
鹏程花园辛家庄-燕儿岛路16号,,商品房,南,27143元/平米,无,,3室1厅1卫,,105平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212428361_11661681x2411657151_160493525.htm,中层,15%,3,书城麦凯乐 鹏程花园套三 双南一北卧北明厅 安静急售必卖,1.4元/平米·月,住宅                    ,鹏程花园,中装修
新贵都A区浮山所-徐州路53号,70年产权;,个人产权,东,27121元/平米,无,,2室1厅1卫,,66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209072325_11478210x2411668625_160550199.htm,中层,40%,4.6,多层3楼 新贵都小区 南北卧中厅 采光好 近口 有钥匙,0.7元/平米·月,住宅                    ,新贵都A区,中装修
新贵都浮山所-徐州路2号,70年产权;,个人产权,南,32609元/平米,无,,2室1厅1卫,,92平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209690461_11495195x2411012856_164154729.htm,高层,40%,4.6,"中,介费1点5 新贵都一期 小高层带电梯 看海过五惟一",0.4元/平米·月,住宅                    ,新贵都,精装修
云南路小区火车站-云南路周边散盘,,个人产权,南北,27491元/平米,无,,2室1厅1卫,,90.21平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206966014_11489108x2411511823_165183038.htm,中层,25%,3,团岛 云南路小区90平二室一厅精装修海景房,暂无资料,住宅                    ,云南路小区,简装修
优山美地天山-银川西路28号,70年产权;,商品房,南,19287元/平米,无,,2室1厅1卫,,88.14平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212577934_11964758x2411150347_165954142.htm,低层,41.5%,3.71,优山美地 一楼双南卧套二 可做门头,1.6元/平米·月,住宅                    ,优山美地,精装修
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,南,29318元/平米,无,,3室2厅2卫,平层,122.11平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211830453_11259234x2411158067_162535055.htm,中层,35.3%,1.99,丰华园金色慧谷旁国际城名苑 新上精装套三 看海视野,1.2元/平米·月,住宅                    ,国际城名苑,简装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,商品房,南,29271元/平米,无,,2室0厅1卫,平层,46.12平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211003971_12217729x2411665169_164453539.htm,高层,34%,1.2,辛家庄 上金门路小 双南卧小套二 中装 非顶楼 低总价,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
旭泰花园辛家庄-燕儿岛路20号,,商品房,南,22776元/平米,无,,3室2厅1卫,,70.25平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212652425_12144078x2411657153_165674338.htm,低层,30%,1,"旭泰花园平台一楼,带60平的建房,位置好,",0.3元/平米·月,住宅                    ,旭泰花园,精装修
华青花园五四广场-东海西路51号、燕儿岛路6号,,个人产权,南北,22624元/平米,无,,3室2厅2卫,平层,176.8平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209832684_11697204x2411681713_160172103.htm,高层,48%,2.4,看奥帆全海景 带顶层平台 精装大三居 单价两万二 总价低,0.4元/平米·月,住宅                    ,华青花园,精装修
田家花园广电大厦-高田路66号,,商品房,南北,31744元/平米,有,,3室1厅2卫,平层,68.99平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212826665_11477201x2411596263_164632628.htm,高层,35.3%,1.99,天台小区 旭日花园旁田家花园多层五楼带阁楼 精装修 省税急售,0.60元/平米·月,住宅                    ,田家花园,精装修
逍遥花园大尧-江西路106号,70年产权;,个人产权,南,30910元/平米,无,,2室1厅1卫,,67.94平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212257018_12097098x2411656283_165688490.htm,低层,36%,1.6,逍遥花园 三楼采光好视野棒精装修 看房方便有钥匙,1.2元/平米·月,住宅                    ,逍遥花园,精装修
双珠小区天山-银川西路3号,,商品房,南北,26683元/平米,无,,2室1厅1卫,平层,83.95平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212681377_11475967x2411674545_165862352.htm,高层,0%,,双珠小区 顶加阁 满五年 业主诚售 南北通透 看房方便,0.4元/平米·月,住宅                    ,双珠小区,精装修
华宇大厦二轻新村-山东路52号,70年产权;,个人产权,东南,17544元/平米,无,,2室1厅1卫,,114平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212770322_11668593x2411070354_163642706.htm,高层,25%,4.91,华宇大厦、套二 高楼层 采光佳、业主自主、过五年商圈紧凑,1.6元/平米·月,住宅                    ,华宇大厦,简装修
福林小区大尧-大尧二路17号,,个人产权,南北,29668元/平米,无,,2室1厅1卫,平层,53.93平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211890504_11248579x2411632347_164099304.htm,中层,40%,2,福林小区 多层四楼婚装套二房 南北通透 送全套家电家具 房东诚售,0.4元/平米·月,住宅                    ,福林小区,精装修
城市梦想家广电大厦-宁夏路243号,70年产权;,商品房,东,26701元/平米,无,,3室2厅1卫,平层,149.43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212849215_11267274x2411071079_162535055.htm,低层,40%,3,"城市梦想家,户型好,通透套三,封闭小区",0.8元/平米·月,住宅                    ,城市梦想家,简装修
贵合花园福州南路-福州南路20号,70年产权;,标准价房改房,南北,24011元/平米,有,,4室2厅2卫,平层,181.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212196012_11483597x2411013212_164413896.htm,低层,35%,1.8,"01年福州南路贵合花园封闭小区,电梯房套三,采光好",0.5元/平米·月,住宅                    ,贵合花园,简装修
福林小区大尧-大尧二路17号,,单位产权,南,29167元/平米,无,,2室1厅1卫,,60平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212448033_11484099x2411632347_160493525.htm,中层,40%,2,福林小区新上 套二豪装直接入住 南北卧室中厅 采光好 必卖,0.4元/平米·月,住宅                    ,福林小区,豪华装修
云南路小区火车站-云南路周边散盘,,商品房,南北,29939元/平米,无,,2室2厅1卫,平层,85.84平米,住宅                    ,http://esf.qd.fang.com/chushou/18_202785385_11699885x2411511823_163634541.htm,高层,25%,3,"此房满五,双南卧室,采光好,电梯房",暂无资料,住宅                    ,云南路小区,简装修
燕岛福华园辛家庄-燕儿岛路17号,,商品房,南北,28287元/平米,无,,3室1厅2卫,平层,116.66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209480484_12111075x2411591505_165333433.htm,中层,25%,1.2,燕岛福华园 顶楼加阁楼 利用 看房方便,0.4元/平米·月,住宅                    ,燕岛福华园,中装修
远洋新村八大湖-高邮湖路26号,,个人产权,南北,26627元/平米,无,,3室1厅1卫,平层,83平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207645813_11484333x2411666867_162605262.htm,低层,35%,1.8,远洋新村套三厅 2楼 83平 中装 双南一北 221万 满五年,0.36元/平米·月,住宅                    ,远洋新村,中装修
名都城福州南路-江西路113号,70年产权;,商品房,南北,29268元/平米,无,,3室2厅2卫,,164平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212356982_11490499x2411070337_163698492.htm,高层,42%,3.18,江西路 漳州路 名都城 精装套三 地暖 海景 05年高层,1.2元/平米·月,住宅                    ,名都城,精装修
新贵都帝区浮山所-南京路58号-68号,,商品房,南北,25862元/平米,有,,4室2厅2卫,平层,174平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211952903_11475222x2411669139_160172130.htm,低层,0%,,新上新贵都帝区 平层大四居 南北通透 户型方正 电梯上下,暂无资料,住宅                    ,新贵都帝区,精装修
正一绿苑辛家庄-市南区彰化路11号,,商品房,南,33858元/平米,无,,4室1厅1卫,平层,109.28平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210912789_11485322x2411685291_164580688.htm,高层,0%,,正一绿苑 4室1厅 370万,暂无资料,住宅                    ,正一绿苑,简装修
海峡花园八大峡-瞿塘峡路33号,,商品房,南北,28201元/平米,无,,3室2厅2卫,,113.47平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211700671_11481412x2411008555_163634541.htm,高层,30%,1.5,"海峡花园,中间楼层,精装修,此房出手再也没这个价格了",1.5元/平米·月,住宅                    ,海峡花园,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,南北,31037元/平米,无,,3室2厅2卫,,164平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211717070_11490818x2411097380_165940570.htm,中层,40.2%,1.29,城市净土 颐中高山 精装套三 可看海采光好 依山景色好,1.4元/平米·月,住宅                    ,颐中高山,中装修
滨海花园五四广场-东海西路33号,70年产权;,个人产权,西南,28506元/平米,有,,2室1厅1卫,平层,87平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212359711_11474716x2411012849_163630593.htm,低层,30%,2.3,"东海西路滨海花园,出门就是五四广场,楼下就是住宅小区",1.4元/平米·月,住宅                    ,滨海花园,中装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,45833元/平米,无,,3室2厅2卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208484399_11488354x2411603145_162608820.htm,高层,46%,1.9,新出金海广场 看54广场奥帆海景 超棒 省双税户型方正,1.2元/平米·月,住宅                    ,金海广场,精装修
金湖小区八大湖-市南区如东路18号,,个人产权,南,29429元/平米,无,,2室1厅1卫,平层,70平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210658510_11475870x2411658405_160550199.htm,中层,30%,2.34,多层3楼 金湖小区 双南卧中厅 宁夏路 采光好 小区,0.3元/平米·月,住宅                    ,金湖小区,中装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,商品房,南,39954元/平米,无,,1室1厅1卫,,113.13平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212552802_11486396x2411173023_165804353.htm,中层,25%,9.99,凯悦 1室1厅 113平,6.5元/平米·月,住宅                    ,凯悦中心,精装修
碧海花园东海路-东海中路17号,70年产权;,商品房,南,19169元/平米,无,,3室1厅1卫,,99.12平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212538337_12381018x2411666881_165494147.htm,低层,45%,1.69,长江路 双南卧 一北卧 业主诚心低价出售大套三 口,1元/平米·月,住宅                    ,碧海花园,精装修
金华公寓浮山所-南京路100号,70年产权;,个人产权,南,20642元/平米,有,,3室2厅2卫,平层,218平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209323106_12089609x2411071081_160561871.htm,中层,25%,7.29,金华公寓 套三明厅 精装 直接入住,3.5元/平米·月,住宅                    ,金华公寓,精装修
瑞纳紫域天山-银川西路36号,70,商品房,南,46948元/平米,无,,5室2厅3卫,,213平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211154583_11693958x2411265303_165952001.htm,中层,60%,1.09,"瑞纳紫域3层复式,百平大院,大车库,通透全明,过5年,靠",2元/平米·月,住宅                    ,瑞纳紫域,中装修
远洋新村八大湖-高邮湖路26号,,单位产权,南北,21622元/平米,无,,3室2厅1卫,,111平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212434964_11262903x2411666867_162534209.htm,高层,35%,1.8,八大湖　远洋新村　采光好 双南一东卧东厅 南京路,0.36元/平米·月,住宅                    ,远洋新村,中装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,个人产权,南北,43299元/平米,有,,2室1厅1卫,平层,97平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211260654_12314534x2411542583_163988707.htm,中层,30%,5.1,鲁商首府 前排海景 套二 97平420万,5.00元/平米·月,住宅                    ,鲁商首府,精装修
天山小区天山-市南区宁国路33号,,个人产权,南北,26761元/平米,无,,2室1厅1卫,平层,71平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212665972_11493093x2411596383_165049912.htm,中层,41%,1.1,天山小区 精装套二 民航宿舍 南北通透 采光充足 房东诚心出,0.27元/平米·月,住宅                    ,天山小区,精装修
都市118浮山所-南京路118号,70年产权;,商品房,西,27368元/平米,无,,2室1厅1卫,,76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212851435_11969446x2411273343_164759193.htm,低层,20%,11,都市118 09年电梯高层 精装小套二 宁夏路,1.6元/平米·月,住宅                    ,都市118,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南,50000元/平米,有,,3室2厅2卫,平层,160平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211427899_11481179x2411542583_165941520.htm,高层,30%,5.1,鲁商临奥帆 品质小区高层视野佳看海,5.00元/平米·月,住宅                    ,鲁商首府,精装修
碧海花园东海路-东海中路17号,70年产权;,商品房,东北,29436元/平米,无,,3室2厅2卫,平层,159.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212511884_11496574x2411666881_163594287.htm,低层,45%,1.69,碧海花园 房东着急出售 精装套三,1元/平米·月,住宅                    ,碧海花园,精装修
金光都市名家青岛大学-海口路12号,70年产权;,个人产权,南,43796元/平米,有,,3室2厅2卫,平层,137平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210349526_11923029x2411092565_164743184.htm,高层,35%,2.39,金光都市名家精装套三海景房双南一北卧每个房间都是明的,2.4元/平米·月,住宅                    ,金光都市名家,精装修
