address,chanquannianxian,chanquanxingzhi,chaoxiang,chengshi,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniandai,link,louceng,lvhualv,quxian,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu 
海信金色慧谷广电大厦-仙居路66号,信息缺失,商品房,南北,,30179元/平米,无,,2室2厅1卫,平层,112平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208975440_11267254x2411092081_164732098.htm,低层,45%,,1.8,"海信金色慧谷,花园式封闭小区,双南卧南厅,精装套二,临丰华园",1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,南,,23368元/平米,无,,2室1厅2卫,信息缺失,145.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212958345_12112307x2411596549_165314985.htm,高层,20%,,5.5,颐和国际 套二 全海景 俯瞰五四广场 楼下M2M3站口,6元/平米·月,住宅                    ,颐和国际,精装修
新贵都三期浮山所-青岛市南区南京路12号,信息缺失,个人产权,南北,,33066元/平米,有,,3室2厅2卫,平层,143.65平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207963440_11238414x2411633543_160565653.htm,低层,25%,,3.23,新贵都三期 精装修 大气三居双厅双卫全明户型 送地下车位,1.2元/平米·月,住宅                    ,新贵都三期,豪华装修
天山小区天山-市南区宁国路33号,信息缺失,个人产权,南,,26599元/平米,无,,2室1厅1卫,平层,86.47平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989859_11495078x2411596383_165919459.htm,低层,41%,,1.1,天山小区二居好房低楼层无税急售中,0.27元/平米·月,住宅                    ,天山小区,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,个人产权,南北,,27571元/平米,无,,3室1厅1卫,平层,83.42平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211899072_11748270x2411595503_164190397.htm,高层,35%,,1.5,辛家庄小区三明路 南北通透套三厅 位置安静 户型方正,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
锦绣华城二期二轻新村-延吉路119号,70,商品房,南,,44114元/平米,无,,3室2厅2卫,平层,115.61平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212862207_11668895x2411679403_165291308.htm,高层,46%,,1.2,锦绣华城二期 满五年 精装修 南北通透 中间楼层 多层,1.48元/平米·月,住宅                    ,锦绣华城二期,简装修
海峡花园八大峡-瞿塘峡路33号,信息缺失,商品房,南北,,28201元/平米,无,,3室2厅2卫,信息缺失,113.47平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212967812_11481412x2411008555_166002107.htm,高层,30%,,1.5,"封闭式小区,户型好,看房需要提前联系,业主诚心卖",1.5元/平米·月,住宅                    ,海峡花园,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,北,,26827元/平米,无,,1室1厅1卫,平层,60.76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211091493_11479060x2411596549_165314742.htm,中层,20%,,5.5,颐和国际 套一 精装 海景 视野好 地段佳,6元/平米·月,住宅                    ,颐和国际,简装修
电业公寓东海路-东海路55号,信息缺失,商品房,南北,,31944元/平米,无,,3室1厅1卫,平层,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213124960_11478445x2411679825_163746023.htm,高层,30%,,1.9,海信广场电业公寓顶楼加阁楼144平大套三阁楼利用有车位,0.2元/平米·月,住宅                    ,电业公寓,中装修
城市生活家天山-安庆路15号,信息缺失,商品房,南北,,32419元/平米,无,,2室2厅1卫,信息缺失,114.13平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213123989_12464854x2411662839_166002667.htm,中层,30%,,3,城市生活家 双南卧大套二 方正户型 高楼层采光很棒,1元/平米·月,住宅                    ,城市生活家,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,商品房,南北,,29220元/平米,有,,3室2厅2卫,平层,141平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208327144_11494872x2411338983_163369901.htm,中层,20.1%,,5.91,万象城 2012年国际 套三双卫 采光好,1.32元/平米·月,住宅                    ,中央国际,中装修
欣宇花园大尧-市南区大尧三路6号,信息缺失,商品房,南北,,26700元/平米,无,,3室1厅1卫,信息缺失,100平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209469815_11476361x2411663505_165820146.htm,高层,40%,,2.1,新宇花园 套三 视野好 南北通透 精装,0.4元/平米·月,住宅                    ,欣宇花园,精装修
鸿仕睿园广电大厦-延吉路152号,信息缺失,商品房,南北,,31507元/平米,无,,3室2厅2卫,信息缺失,146平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210833366_11815217x2411452583_164686155.htm,高层,36%,,2.7,南京路 鸿仕睿园 商检局宿舍 人文素质高 近 交通便利。,1.2元/平米·月,住宅                    ,鸿仕睿园,精装修
观海花园五四广场-东海西路32号,信息缺失,商品房,南北,,56063元/平米,无,,4室3厅2卫,信息缺失,115.94平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212936520_11488293x2411633383_165314985.htm,高层,20%,,信息缺失,观海花园多层海景房 多层4楼带阁楼 阁楼是套三厅,0.8元/平米·月,住宅                    ,观海花园,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,南北,,30220元/平米,无,,4室2厅2卫,信息缺失,182平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212562457_11982978x2411097380_164861196.htm,低层,40.2%,,1.29,颐中高山 新上180平套四 出售 看山看海我陪你,1.4元/平米·月,住宅                    ,颐中高山,精装修
海信金色慧谷广电大厦-仙居路66号,信息缺失,商品房,南,,28363元/平米,无,,2室1厅1卫,平层,93.43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212359286_11480963x2411092081_162535055.htm,高层,45%,,1.8,海延雅居旁海信金色慧谷套二双厅户型方正 交通便利 双南卧,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
丰华园广电大厦-奉化路2号,70年产权;,商品房,南北,,30000元/平米,无,,3室2厅2卫,平层,150平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212969448_11486315x2411111286_165184183.htm,中层,36.2%,,1.72,丰华园 海信急售慧谷 国际城名苑少有钻石楼层 南北通透采光好急,0.8元/平米·月,住宅                    ,丰华园,简装修
华润中心悦府五四广场-香港中路香格里拉北侧,70,商品房,南,,41667元/平米,有,,2室2厅1卫,平层,90平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212934083_11939506x2411709225_165751903.htm,低层,16%,,5.5,华润悦府套二户型方正临五四广场万象城新贵都东海路9号海信燕岛,5.3元/㎡·月,住宅                    ,华润中心悦府,豪华装修
华侨新村二期湛山-东海一路23号,信息缺失,商品房,南北,,48042元/平米,无,,2室1厅1卫,信息缺失,88.88平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209345491_11478176x2411673693_165953415.htm,中层,35%,,2,华侨新村二期 2室1厅 88平,0.4元/平米·月,住宅                    ,华侨新村二期,精装修
柏丽澜庭奥帆中心-金湾路1号,信息缺失,商品房,南,,64029元/平米,无,,2室2厅2卫,信息缺失,139平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212903500_11475741x2411229183_165917128.htm,高层,65%,,1.51,奥帆基地旁 奥运村品质 柏丽澜庭 精装套二 海景送双车位,4.13元/平米·月,住宅                    ,柏丽澜庭,豪华装修
田家花园广电大厦-高田路66号,信息缺失,商品房,南,,30180元/平米,无,,3室2厅1卫,平层,81.51平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212844904_11483869x2411596263_165291308.htm,高层,35.3%,,1.99,市南宁夏路 大润发田家花园 满五年 多层顶加阁 南北通透 采,0.60元/平米·月,住宅                    ,田家花园,简装修
碧海花园东海路-东海中路17号,70年产权;,商品房,南,,32704元/平米,无,,3室2厅1卫,信息缺失,159平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211360805_11816539x2411666881_164743184.htm,低层,45%,,1.69,碧海花园市南 160平大套三 精装修 中楼层 看房方便,1元/平米·月,住宅                    ,碧海花园,精装修
丰华园广电大厦-奉化路2号,70年产权;,商品房,东,,36691元/平米,无,,3室2厅2卫,信息缺失,139平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212386577_11486320x2411111286_164834731.htm,高层,36.2%,,1.72,金色慧谷旁丰华园小区 精装电梯顶加阁 小区 自带幼儿园,0.8元/平米·月,住宅                    ,丰华园,精装修
贵合花园福州南路-福州南路20号,70年产权;,商品房,东,,24011元/平米,无,,4室2厅2卫,平层,181.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212531738_11483597x2411013212_165295803.htm,低层,35%,,1.8,"福州南路贵合花园封闭小区,电梯房套三,采光好",0.5元/平米·月,住宅                    ,贵合花园,简装修
田家花园广电大厦-高田路66号,信息缺失,商品房,南北,,28749元/平米,无,,3室2厅1卫,平层,111.31平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210833451_11269169x2411596263_164686155.htm,低层,35.3%,,1.99,天泰桃园 田家花园黄楼 精装套三 南北通透 户型方正 公摊小,0.60元/平米·月,住宅                    ,田家花园,精装修
环海花园辛家庄-燕儿岛路22号,信息缺失,商品房,南北,,30216元/平米,无,,3室2厅2卫,信息缺失,139平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211658328_12327530x2411657155_165966650.htm,高层,35%,,1.45,新上 鲁商小区旁 环海花园 元宝户型 把东头全明 精装,0.6元/平米·月,住宅                    ,环海花园,简装修
颐中高山天山-旌德路26号,70年产权;,商品房,南北,,32000元/平米,无,,3室2厅2卫,平层,150平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210218596_12221433x2411097380_164781931.htm,高层,40.2%,,1.29,"颐中高山,经典套三,视野开阔,双南卧,双卫,精装,价格可议",1.4元/平米·月,住宅                    ,颐中高山,精装修
兴源花园五四广场-青岛市东海西路52号,信息缺失,商品房,南,,32074元/平米,无,,2室2厅1卫,平层,99.77平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212634828_12392671x2411665163_165314742.htm,高层,0%,,信息缺失,兴源花园南北通透 套二双厅精装修,1元/平米·月,住宅                    ,兴源花园,简装修
远洋公馆辛家庄-燕儿岛路23号,70,商品房,南北,,30585元/平米,无,,3室2厅3卫,信息缺失,261.57平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212580418_12379304x2411660729_165332649.htm,中层,51.5%,,1.88,远洋公馆 3室2厅 261平,7元/㎡·月,住宅                    ,远洋公馆,精装修
海信慧园湛山-延安三路202号,70年产权;,商品房,南北,,52431元/平米,无,,3室2厅2卫,信息缺失,104.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212915344_11816507x2411013591_162412085.htm,低层,40%,,2.5,海信慧园 湛山 市南区实验 五十九中 满五年 套三双卫,0.5元/平米·月,住宅                    ,海信慧园,精装修
双珠小区天山-银川西路3号,信息缺失,商品房,南北,,23571元/平米,无,,2室2厅1卫,平层,84平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210615061_11494427x2411674545_165898425.htm,中层,0%,,信息缺失,银川西路宁夏路双珠小区多层5楼双南向套二户型方正急售,0.4元/平米·月,住宅                    ,双珠小区,中装修
东海路9号东海路-东海西路15号乙,70,商品房,东,,35928元/平米,有,,2室2厅2卫,平层,167平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212753795_11477376x2411132903_162498372.htm,中层,25%,,8.95,东海路九号 把东头大两居 海景棒 免双税 精装修 送车位 有钥匙,9元/平米·月,住宅                    ,东海路9号,精装修
芝泉山庄湛山-芝泉路11-15号,信息缺失,商品房,南,,44381元/平米,无,,3室1厅2卫,平层,105平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210381399_11483642x2411665969_165325890.htm,低层,30%,,1,精装修芝泉山庄近正一山庄慧园一期低楼层南北通透采光充足,1元/平米·月,住宅                    ,芝泉山庄,简装修
新贵都A区浮山所-徐州路53号,70年产权;,个人产权,南北,,28030元/平米,无,,2室1厅1卫,信息缺失,66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212658704_11263396x2411668625_163569930.htm,高层,40%,,4.6,新贵都 近M3号线 南北卧明厨明卫 采光棒 总价低 看房方便,0.7元/平米·月,住宅                    ,新贵都A区,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),信息缺失,商品房,南,,29378元/平米,无,,2室1厅1卫,信息缺失,60.59平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211166885_12292405x2411665169_163415606.htm,中层,34%,,1.2,辛家庄区(龙岩路) 2室1厅 60平,0.4元/平米·月,住宅                    ,辛家庄二小区,精装修
浮山湾花园五四广场-东海中路12号,70年产权;,商品房,南北,,40730元/平米,无,,3室2厅2卫,平层,137平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212494320_11651893x2411008541_164780970.htm,中层,70%,,0.94,急售沿海一线 浮山湾花园 多层经典元宝户型,1.5元/平米·月,住宅                    ,浮山湾花园,简装修
银川山苑天山-银川西路24号,信息缺失,商品房,南北,,33878元/平米,无,,2室2厅1卫,平层,98平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209771344_11476359x2411210709_165898425.htm,中层,40%,,1.67,银川山苑通透大套二多层四楼装修棒,1元/平米·月,住宅                    ,银川山苑,精装修
青啤花园浮山所-青岛市南区闽江路130、140-148号,信息缺失,个人产权,南北,,25981元/平米,无,,3室1厅2卫,平层,107.77平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208950349_11242522x2411597385_160524683.htm,高层,20%,,1.3,采光明亮 青啤花园 套三东明厅 双卫 不靠路 近地/铁口 家乐福,0.5元/平米·月,住宅                    ,青啤花园,简装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南,,36250元/平米,有,,3室2厅2卫,平层,160平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209865763_11238156x2411267823_165639679.htm,高层,40.1%,,3.25,银海一号 套三南北通透好房 诚心出售 送车位,2.05元/平米·月,住宅                    ,中海银海一号,豪华装修
田家花园广电大厦-高田路66号,信息缺失,商品房,南北,,27000元/平米,无,,2室1厅1卫,平层,69.26平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212686941_11480699x2411596263_166020999.htm,中层,35.3%,,1.99,广电大厦大福源田家花园套二厅南北,0.60元/平米·月,住宅                    ,田家花园,简装修
中荣大厦辛家庄-东海中路12号,信息缺失,个人产权,南北,,30864元/平米,无,,3室2厅2卫,平层,162平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211895655_12174022x2411013364_163988707.htm,中层,32%,,0.19,中荣大厦 全明户型 精装套三 新电梯 50平客厅 海景,暂无资料,住宅                    ,中荣大厦,精装修
天山小区天山-市南区宁国路33号,信息缺失,个人产权,南北,,24323元/平米,无,,3室2厅2卫,平层,123.34平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210665519_12262414x2411596383_163539356.htm,高层,41%,,1.1,天山 新上商品房大套三 三南卧东厅 精装修拎包住,0.27元/平米·月,住宅                    ,天山小区,精装修
锦绣华城二期二轻新村-延吉路119号,70,商品房,南北,,43103元/平米,无,,3室2厅1卫,信息缺失,116平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212953256_11269854x2411679403_163813259.htm,中层,46%,,1.2,锦绣华城二期 花园洋房 精装套三 南北通透 户型方正,1.48元/平米·月,住宅                    ,锦绣华城二期,豪华装修
青啤花园浮山所-青岛市南区闽江路130、140-148号,信息缺失,商品房,南北,,29333元/平米,无,,2室1厅1卫,平层,75平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212721269_11242523x2411597385_160538583.htm,低层,20%,,1.3,"新出好房,闽江路青啤花园 小区内低楼层南北通透南北卧",0.5元/平米·月,住宅                    ,青啤花园,简装修
环海花园辛家庄-燕儿岛路22号,信息缺失,个人产权,南北,,30216元/平米,无,,3室2厅2卫,平层,139平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211122361_12287229x2411657155_160510965.htm,中层,35%,,1.45,环海花园 封闭小区 户型方正 南北通透 采光好,0.6元/平米·月,住宅                    ,环海花园,中装修
延福花园广电大厦-延吉路166号,信息缺失,商品房,东,,31834元/平米,无,,4室2厅2卫,信息缺失,144.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212541995_11258289x2411543183_163902714.htm,高层,40%,,1.2,延福花园 市南区政府分房 三南卧一北卧东厅 套四钻石户型,1.08元/平米·月,住宅                    ,延福花园,精装修
福林花园福州南路-大尧二路17号,70年产权;,商品房,南北,,39103元/平米,无,,2室1厅1卫,信息缺失,78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213018824_12444927x2411633663_166028170.htm,高层,20%,,1,市南大尧 福林小区 精装 顶加阁 利用率99,0.3元/平米·月,住宅                    ,福林花园,精装修
天福苑天山-宁夏路206号,70年产权;,个人产权,南北,,28017元/平米,有,,3室2厅2卫,平层,116平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210617418_11482776x2411024194_160565653.htm,中层,40%,,1.85,小区中间不临街 大气三居 双南一北卧室东明厅 多层3楼 满五年,1元/平米·月,住宅                    ,天福苑,精装修
慧博园二轻新村-宁夏路116号,70年产权;,个人产权,南北,,42857元/平米,无,,3室1厅1卫,信息缺失,98平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212375350_11481312x2411097180_160261584.htm,中层,45%,,1.5,慧博园3楼精装修套三厅出售中介费,1.2元/平米·月,住宅                    ,慧博园,中装修
海信璞园天山-银川西路20号,70年产权;,商品房,南北,,30345元/平米,无,,2室2厅1卫,信息缺失,87平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209990024_11476375x2411283071_165919459.htm,高层,40%,,4,海信璞园 改善 南北向套二 高层看海 看房随时,1.6元/平米·月,住宅                    ,海信璞园,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南,,32558元/平米,有,,2室2厅1卫,平层,86平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210175780_11490760x2411255663_160603012.htm,中层,41%,,1.99,锦绣华城 精装套二 双南向不挡光 有钥匙 满五年 急售 价钱可议,1.48元/平米·月,住宅                    ,锦绣华城,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南北,,38767元/平米,有,,4室2厅2卫,平层,201.2平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212542944_11237936x2411267823_166013020.htm,中层,40.1%,,3.25,中海银海一号大套四房 中间楼层看小区园林花园 精装修带车位,2.05元/平米·月,住宅                    ,中海银海一号,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,商品房,南北,,31915元/平米,无,,3室2厅2卫,平层,141平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212477372_11491588x2411338983_164780970.htm,低层,20.1%,,5.91,急售国际 婚装三居 南北通透 近 采光棒,1.32元/平米·月,住宅                    ,中央国际,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,东,,40930元/平米,有,,4室2厅2卫,平层,215平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213044885_11268302x2411603145_163858866.htm,中层,46%,,1.9,金海广场 复试4房 电梯 30万装修 封闭式小区,1.2元/平米·月,住宅                    ,金海广场,精装修
银都花园青岛大学-青岛市市南区彰化路1号,信息缺失,商品房,南北,,62707元/平米,无,,5室3厅2卫,信息缺失,287.05平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212463375_11483682x2411592427_162413740.htm,低层,62.3%,,0.87,"银都花园双拼别墅,可以居家可以办公,有院有平台",1.2元/平米·月,住宅                    ,银都花园,精装修
闽江苑福州南路-闽江路141号,信息缺失,商品房,南,,25873元/平米,无,,3室1厅1卫,信息缺失,92.76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210977322_11262649x2411670733_165804307.htm,高层,35%,,2.6,闽江苑 3室1厅 92平,1元/平米·月,住宅                    ,闽江苑,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,个人产权,南,,34454元/平米,有,,2室1厅1卫,平层,94.33平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212755741_12197935x2411338983_165495151.htm,高层,20.1%,,5.91,国际 2012年新小区 精装修 停车方便,1.32元/平米·月,住宅                    ,中央国际,精装修
名都城福州南路-江西路113号,70年产权;,个人产权,南,,40437元/平米,无,,2室1厅1卫,平层,102.63平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212196941_12205226x2411070337_164640716.htm,高层,42%,,3.18,换房急售带车位 精装套二 人车分流 封闭小区,1.2元/平米·月,住宅                    ,名都城,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,东,,36076元/平米,无,,3室2厅2卫,信息缺失,158平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212918039_11853635x2411097380_160502656.htm,高层,40.2%,,1.29,颐中高山 小高层 三居室 采光好南北通透 省税房,1.4元/平米·月,住宅                    ,颐中高山,精装修
都市假日浮山所-江西路82号,70年产权;,个人产权,南,,32193元/平米,有,,2室2厅2卫,平层,124.25平米,住宅                    ,http://esf.qd.fang.com/chushou/18_204583137_11486739x2411096742_163581941.htm,中层,31%,,3.09,都市假日 南京路小学M3号地鉄 封闭小区南向套二双卫,1.2元/平米·月,住宅                    ,都市假日,精装修
颐中高山天山-旌德路26号,70年产权;,个人产权,暂无,,24228元/平米,无,,1室0厅1卫,平层,49.53平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213004965_11640244x2411097380_164640716.htm,低层,40.2%,,1.29,天山大尧 颐中高山 精装套一 改动省税 诚售 拎包住,1.4元/平米·月,住宅                    ,颐中高山,精装修
贵合新园浮山所-闽江四路1号,信息缺失,商品房,南,,33058元/平米,有,,1室1厅1卫,平层,60.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212688586_11485193x2411099943_162498372.htm,高层,30%,,2.5,贵合新园 南向套一厅 低总价 装修干净 年代新 小区封闭,0.9元/平米·月,住宅                    ,贵合新园,简装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,东,,39298元/平米,无,,3室2厅1卫,平层,142.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213052074_11482884x2411603145_165814522.htm,高层,46%,,1.9,"金海广场小区套三,精装修套三,户型方正,采光充足,",1.2元/平米·月,住宅                    ,金海广场,精装修
金华公寓浮山所-南京路100号,70年产权;,个人产权,南北,,21635元/平米,有,,3室2厅2卫,平层,208平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208486738_11264302x2411071081_160561871.htm,中层,25%,,7.29,金华公寓 套三明厅 精装未住,3.5元/平米·月,住宅                    ,金华公寓,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,南北,,31325元/平米,无,,1室2厅1卫,信息缺失,83平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212919297_11479632x2411255663_165312486.htm,高层,41%,,1.99,锦绣华城一期 精装修套一 全明户型 采光好,1.48元/平米·月,住宅                    ,锦绣华城,精装修
青岛山花园大学路-红岛支路3甲,信息缺失,商品房,南,,51577元/平米,无,,4室1厅2卫,平层,133.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213100352_11705492x2411666875_163532717.htm,低层,35%,,1.9,大学路青岛山花园红岛路经典大户型出售 楼层好 位置佳,0.8元/平米·月,住宅                    ,青岛山花园,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,西南,,29268元/平米,无,,2室1厅1卫,平层,82平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211052902_11475997x2411255663_165291308.htm,中层,41%,,1.99,高层套二 中间楼层 采光充足 通透性好 满五年,1.48元/平米·月,住宅                    ,锦绣华城,简装修
柏丽澜庭奥帆中心-金湾路1号,信息缺失,个人产权,南北,,45699元/平米,无,,2室2厅2卫,平层,186平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213024979_11481257x2411229183_162737330.htm,低层,65%,,1.51,"柏丽澜庭,采光充足,日照时间长带车位",4.13元/平米·月,住宅                    ,柏丽澜庭,精装修
芝泉山庄湛山-芝泉路11-15号,信息缺失,商品房,南北,,42250元/平米,无,,3室1厅2卫,平层,109.35平米,住宅                    ,http://esf.qd.fang.com/chushou/18_199622221_12215228x2411665969_160196859.htm,中层,30%,,1,"南北卧东明厅,楼层好采光棒 业主诚售 价格可议",1元/平米·月,住宅                    ,芝泉山庄,简装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,商品房,南,,24576元/平米,有,,1室1厅1卫,平层,118平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212536060_11486552x2411173023_166013020.htm,低层,25%,,9.99,凯悦 77平220万大套一 精装修 全明户型 70年住宅 省,6.5元/平米·月,住宅                    ,凯悦中心,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,,41892元/平米,无,,3室2厅2卫,平层,148平米,住宅                    ,http://esf.qd.fang.com/chushou/18_200255694_11675871x2411603145_163853600.htm,中层,46%,,1.9,金海广场 套三海景房 全明户型 基隆路 出售,1.2元/平米·月,住宅                    ,金海广场,豪华装修
市政公寓辛家庄-燕儿岛路28号,信息缺失,商品房,南,,30712元/平米,无,,2室1厅1卫,信息缺失,74.89平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212580644_11237478x2411666551_165332649.htm,高层,35%,,0.8,市政公寓 2室1厅 74平,暂无资料,住宅                    ,市政公寓,精装修
田家美居广电大厦-高田路50号,信息缺失,商品房,南,,31554元/平米,无,,5室2厅2卫,信息缺失,145.15平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212960849_12382955x2411460863_164033468.htm,高层,0%,,信息缺失,田家美居 5室2厅 145平,0.6元/平米·月,住宅                    ,田家美居,精装修
海信慧园湛山-延安三路202号,70年产权;,商品房,南,,90772元/平米,无,,3室2厅2卫,信息缺失,66.1平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212932994_11848129x2411013591_165731089.htm,高层,40%,,2.5,海信慧园一期 3室2厅 66平,0.5元/平米·月,住宅                    ,海信慧园,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,个人产权,南北,,46104元/平米,有,,3室2厅2卫,平层,154平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212539617_11484248x2411542583_160491729.htm,低层,30%,,5.1,鲁商 南北通透 开发商统一装修 小区2018年2月24日更新,5.00元/平米·月,住宅                    ,鲁商首府,豪华装修
田家花园广电大厦-高田路66号,信息缺失,商品房,东,,28034元/平米,无,,2室1厅1卫,平层,54.22平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212416555_11250161x2411596263_162535055.htm,高层,35.3%,,1.99,广电大厦旁田家花园套二精装南北通透采光 视野好无遮挡,0.60元/平米·月,住宅                    ,田家花园,精装修
海信璞园天山-银川西路20号,70年产权;,个人产权,南北,,30000元/平米,有,,2室1厅1卫,平层,89平米,住宅                    ,http://esf.qd.fang.com/chushou/18_194275424_11475277x2411283071_165748605.htm,中层,40%,,4,海信璞园 中高楼层二居室 青大 南北通透 房主诚心出售,1.6元/平米·月,住宅                    ,海信璞园,中装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南,,34409元/平米,无,,2室1厅1卫,信息缺失,93平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212755265_11484671x2411267823_164633305.htm,中层,40.1%,,3.25,中海银海一号 jiang价套二 满五年税少,2.05元/平米·月,住宅                    ,中海银海一号,精装修
鹏程花园辛家庄-燕儿岛路16号,信息缺失,商品房,南北,,25926元/平米,无,,3室1厅1卫,信息缺失,135平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212266246_11383609x2411657151_165802550.htm,中层,15%,,3,新上 鹏程花园 平层套三 户型少有 看房方便,1.4元/平米·月,住宅                    ,鹏程花园,精装修
青啤花园浮山所-青岛市南区闽江路130、140-148号,信息缺失,商品房,东,,26404元/平米,无,,2室1厅1卫,平层,89平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213154120_11492779x2411597385_165284523.htm,高层,20%,,1.3,浮山所青啤花园中等装修青啤花园适合和人多的家庭,0.5元/平米·月,住宅                    ,青啤花园,简装修
