小区名称,居室数量,建筑面积,网址,价格,市/县,行政区,地址,经度,纬度
万科未来城 ,2居|3居|4居,145平米,http://wankeweilaicheng.fang.com/,14880元/㎡,青岛市,市北,市北四流南路与开封路交界,120.374817,36.142133
鑫坤临水宜家 ,3居,,http://linshuiyijiaxk.fang.com/,10000元/㎡,青岛市,胶州,胶州市新城区温州路东青年水库东,120.038803,36.269096
枫林小镇 ,3居|4居|5居|5居以上,121~154平米,http://fenglinxiaozhen0532.fang.com/villa/,12000元/㎡,青岛市,胶州,胶州市少海南路5号,120.078829,36.234241
中洲半岛城邦 ,2居|3居|4居,108~164平米,http://bandaochengbangzz.fang.com/,价格待定,青岛市,胶州,胶州市少海北路58号,120.079817,36.264012
海信千亩园 ,2居|3居|4居,136~219平米,http://qianmuyuanhx.fang.com/,14500元/㎡,青岛市,即墨,即墨温泉镇大田路2997号,120.64189,36.446547
中科青岛研发城 ,3居|4居|5居,95~330平米,http://qingdaoyanfachengzk.fang.com/,8600元/㎡,青岛市,城阳,城阳河东路与汇智桥路交界处,120.281036,36.275211
名人海广场 ,1居|2居|3居,,http://mingrenhaiguangchang.fang.com/,价格待定,青岛市,黄岛,黄岛长江东路397号,120.230414,35.967219
鑫江桂花园 ,2居|3居|4居,83~135平米,http://guihuayuanxj.fang.com/,价格待定,青岛市,城阳,城阳黑龙江路789号（东方城南侧）,120.427897,36.236434
海信悦华里三期 ,2居|3居,,http://yuehualihx.fang.com/3/,价格待定,青岛市,黄岛,黄岛珠江路69号,120.238742,35.970196
天泰碧玺园 ,3居|4居|5居|5居以上,240~394平米,http://bixiyuantt.fang.com/,价格待定,青岛市,城阳,城阳春城路与吉阳路交汇,120.406593,36.286185
龙湖九里公馆 ,3居|4居,,http://jiuligongguanlh.fang.com/,价格待定,青岛市,城阳,城阳双元路16号,120.327628,36.251481
越秀君悦府 ,3居,,http://junyuefuyx.fang.com/,价格待定,青岛市,黄岛,黄岛月牙河路与圣元路交汇处,120.017151,35.840229
君安嘉阳光里 ,1居|2居|3居,,http://yanguanglijaj.fang.com/,价格待定,青岛市,黄岛,黄岛铁橛山路与峰台路交汇处,119.980323,35.880275
保利西乡月 ,3居|4居,109~142平米,http://xixiangyuebl.fang.com/,14000元/㎡,青岛市,胶州,胶州市寺门首路与梧州路交汇处,119.993161,36.276941
海信·信特城 ,3居|4居,97~140平米,http://xintechenghx.fang.com/,价格待定,青岛市,即墨,即墨文化路与泰山一路交汇处（原华龙包装地块）,120.48232,36.380351
迪生山庄Ⅱ期 ,3居|4居,138~183平米,http://dishengshanzhuanghx.fang.com/2/,价格待定,青岛市,崂山,崂山崂山区松岭路46号,120.479478,36.102004
银盛泰德郡 ,银盛泰德郡均价为：13500元/平方米,,http://yinshengtaidejun.fang.com/,13500元/㎡,青岛市,城阳,城阳铁骑山路19号,120.522441,36.310142
绿地国际花都 ,3居,,http://guojihuaduld0532.fang.com/,价格待定,青岛市,黄岛,黄岛琅玡台路与唐岛湾路交汇,120.005207,35.886468
天一兰悦公馆 ,3居,93~103平米,http://lanyuegongguanty.fang.com/,价格待定,青岛市,黄岛,黄岛东岳中路凤凰山路交汇处,120.024607,35.890688
融创红岛壹号院 ,3居|4居,110~172平米,http://ronggongguanrc0532.fang.com/,价格待定,青岛市,城阳,城阳河东路北、华东路东,120.315322,36.277128
润锦中央美地 ,3居|4居,108~138平米,http://zhongyangmeidirj.fang.com/,8000元/㎡,青岛市,平度,平度市苏州路与新区大道交汇处（新市政府西侧300米）,119.969421,36.752884
万德御景峰 ,1居|2居|3居,,http://yujingfengwd.fang.com/,价格待定,青岛市,黄岛,黄岛相公山路与珠山南路交汇处,119.984107,35.83194
青特金地汇豪观邸 ,3居|4居,,http://jdhhgdqt.fang.com/,价格待定,青岛市,城阳,城阳青岛市城阳区春阳路与国城路交汇处,120.413936,36.314637
平度景泰苑 ,2居|3居|4居|5居,88~210平米,http://jingtaiyuanpd.fang.com/,价格待定,青岛市,平度,平度市青岛路以北泰州路以西,119.972626,36.761333
清华凤凰园 ,清华凤凰园一期预计2018年下半年开盘,,http://qinghuafenghuangyuan.fang.com/,价格待定,青岛市,胶州,胶州市福州南路277号（青岛工学院东门南行300米路东）,120.02486,36.238915
金凤凰铭品 ,2居|3居|4居,75~143平米,http://jinfenghuangmingpin.fang.com/,价格待定,青岛市,黄岛,黄岛滨海大道南辅路与东环岛路交叉口,120.282551,35.974586
黑卓原筑 ,2居|3居|4居,87~145平米,http://yuanzhuhz.fang.com/,价格待定,青岛市,黄岛,黄岛东岳中路与金辉路交汇处,120.033786,35.891772
正北名城 ,2居|3居,106平米,http://zhengbeimingcheng.fang.com/,7800元/㎡,青岛市,胶州,胶州市广州北路与莱州路交汇处西行（九中对面）,120.007851,36.309535
金府花园 ,2居|3居,81~124平米,http://jinfuhuayuanqd.fang.com/,价格待定,青岛市,即墨,即墨金口镇莱青路与府前路交汇处(紧邻金口镇政府),120.680443,36.538985
联谊景尚蓝湾 ,2居|3居|4居,88~142平米,http://jingshanglanwanly.fang.com/,价格待定,青岛市,胶州,胶州市李哥庄镇联谊大街20号（李哥庄第二小学对面）,120.165749,36.352161
龙湖璟宸原著 ,3居|4居,90~124平米,http://jingchenyuanzhu.fang.com/,价格待定,青岛市,胶州,胶州市李王路与204国道交汇处,120.176881,36.336862
齐东翰府 ,3居,180平米,http://qidonghanfu.fang.com/,9000元/㎡,青岛市,平度,平度市平度市福州路北延翰林路2号,119.9829,36.794169
远洋公馆 ,3居|4居,260平米,http://yuanyanggongguan0532.fang.com/,,青岛市,市南,市南燕儿岛路23号（古田路与泉州路交汇处附近）,120.40224,36.068433
龙湖滟澜海岸澜庭 ,3居|4居,,http://lhylhalt.fang.com/,,青岛市,城阳,城阳双元路16号（白沙湾畔）,120.332309,36.253281
青岛富达国际商贸城 ,青岛富达国际商贸城22-70平商铺在售,,http://fudaguojishangmaochengqd.fang.com/,价格待定,青岛市,城阳,城阳青威路881号,120.430943,36.330396
昆泉梦时代 ,1居|2居|3居,39~73平米,http://mengshidaiguangchangtpy.fang.com/,13000元/㎡,青岛市,黄岛,黄岛滨海大道2888号,120.163006,35.927715
国际航运中心 ,青岛国际航运中心开盘待定,,http://guojihangyunzhongxin.fang.com/shop/,价格待定,青岛市,市北,市北连云港路66号（中央商务区东侧）。,120.382712,36.08965
鲁邦国际风情街 ,鲁邦·国际风情街现房商铺清盘在售,,http://guojifengqingjielb.fang.com/,15000元/㎡,青岛市,城阳,城阳正阳中路与春城路交汇处,120.408103,36.305742
恒大御澜国际 ,恒大御澜国际均价9200元/㎡,,http://laviegongshezs.fang.com/,9200元/㎡,青岛市,城阳,城阳黑龙江路与白沙河交汇处东,120.336538,36.260835
平度豪德财富商贸物流城 ,平度豪德财富商贸物流城项目均价5500元/平左右,,http://haodecaifushangmaowuliuchengpd.fang.com/,5500元/㎡,青岛市,平度,平度市三城路888号,119.919309,36.761306
海尔地产云街 ,1居,33~70平米,http://haieryunjie.fang.com/,14000元/㎡,青岛市,市北,市北重庆南路99号,120.383323,36.113742
锦江丽都 ,锦江丽都现房商铺在售,,http://jinjianglidu0532.fang.com/shop/,19000元/㎡,青岛市,黄岛,黄岛泰山路与泉城路交汇,120.040255,35.893403
红锦坊 ,红锦坊商铺现房在售,,http://hongjinfang.fang.com/,30000元/㎡,青岛市,市北,市北海岸路2号,120.349519,36.103239
和达中心城 ,和达中心城商铺在售,,http://zhongxinchenghd0532.fang.com/,30000元/㎡,青岛市,市北,市北哈尔滨路88号,120.39081,36.108648
青实口水街 ,1居,40~73平米,http://qingshikoushuijie.fang.com/,8500元/㎡,青岛市,城阳,城阳正阳中路28号,120.432065,36.305181
水清新街 ,水清新街沿街商铺在售房源不多,,http://shuiqingxinjie.fang.com/,19000元/㎡,青岛市,市北,市北开平路22号（水清沟公园东侧）,120.37593,36.13794
人民路商业广场 ,1居,40平米,http://renminlushangyeguangchang.fang.com/shop/,20000元/㎡,青岛市,市北,市北人民路283号,120.361129,36.107582
海尔地产玫瑰兰庭锦街 ,海尔地产玫瑰兰庭公寓商铺在售,,http://meiguilantingjinjiehe.fang.com/shop/,14500元/㎡,青岛市,市北,市北重庆南路128号（麦德龙北侧）,120.38308,36.117134
盛世豪庭 ,盛世豪庭沿街商铺在售均价40000元/平万米,,http://shengshihaotingshop.fang.com/,40000元/㎡,青岛市,市北,市北汉口路88号（汉口路威海路交界处）。,120.359757,36.091922
青岛国际游艇会展中心 ,青岛国际游艇会展中心在售商墅,,http://qdgjythzzx.fang.com/,29000元/㎡,青岛市,黄岛,黄岛滨海大道2788号,120.04996,35.875681
海创一号街区 ,5居以上,150平米,http://yihaojiequhc.fang.com/shop/,价格待定,青岛市,李沧,李沧沧安路一号,120.381111,36.180767
今易购休闲购物广场 ,易购休闲购物广场具体开盘时间待定,,http://jinyigouxiuxiangouwuguangchang.fang.com/,价格待定,青岛市,李沧,李沧振华路157号（沧口维客广场）,120.386994,36.173658
青岛欢乐海湾 ,青岛欢乐海湾价格待定,,http://huanlehaiwan0532.fang.com/,价格待定,青岛市,黄岛,黄岛海景路以东、大卢河以南,120.054506,35.8643
即墨中纺·服装城 ,即墨中纺·服装城户型建面50-200平商铺在售,,http://zhongfangfuzhuangcheng.fang.com/,22000元/㎡,青岛市,即墨,即墨鹤山路1699号,120.406903,36.398013
海航万邦中心 ,4居,228~310平米,http://wanbangzhongxinhh.fang.com/office/,5.5元/㎡,青岛市,市南,市南香港中路与延安三路交汇处,120.374262,36.06125
远雄国际广场 ,1居|2居|3居,86平米,http://yuanxiongguojiguangchang.fang.com/office/,33000元/㎡,青岛市,市南,市南香港中路26号 (距海200米),120.387013,36.064899
上实中心 ,上实中心项目商铺清盘在售,,http://pijiuchenggaizaoxiangmuss.fang.com/,30000元/㎡,青岛市,崂山,崂山香港东路195号,120.463377,36.096325
诺德广场 ,1居|2居,,http://nuodeguangchang.fang.com/office/,16000元/㎡,青岛市,市北,市北敦化路328号,120.381272,36.092134
青房财富地带 ,青房财富地带起价18000元/平,,http://caifudidai.fang.com/office/,18000元/㎡,青岛市,市北,市北连云港路13号，敦化路以北，连云港路以西。,120.380117,36.093017
卓越世纪中心二期 ,5居以上,1500平米,http://shijizhongxinzy.fang.com/office/,18500元/㎡,青岛市,市北,市北龙城路31号,120.37773,36.089581
华润大厦 ,1居,,http://huarunzhongxin.fang.com/office/,20000元/㎡,青岛市,市南,市南香港中路与山东路交汇处（青岛市市政府西侧）,120.384598,36.066158
首创·空港国际中心 ,1居,47~53平米,http://konggangguojizhongxinsc.fang.com/,11000元/㎡,青岛市,城阳,城阳长城南路6号,120.395408,36.266204
中铁青岛中心大厦 ,1居|3居,,http://qingdaozhongxindashazt.fang.com/office/,27000元/㎡,青岛市,市南,市南香港中路8号,120.379829,36.063816
西海岸壹号 ,1居|2居|3居,,http://xihaianyihao.fang.com/,9000元/㎡,青岛市,黄岛,黄岛珠海东路266号（黄岛区政府北）。,120.043231,35.874647
中南金石国际广场 ,1居|2居|3居|4居,,http://jinshiguojiguangchangzn.fang.com/,15000元/㎡,青岛市,黄岛,黄岛井冈山路157号。,120.191115,35.949882
悦澜诚品 ,1居|2居,26~88平米,http://yuelangongguan.fang.com/,18000元/㎡,青岛市,市北,市北镇海路7号（青岛阜外心血管病医院对面）,120.381016,36.093577
水悦城 ,2居|3居,67~136平米,http://shuiyuecheng2.fang.com/,14000元/㎡,青岛市,城阳,城阳正阳中路177号,120.405016,36.306069
富力·总部基地 ,富力总部基地在售带装修公寓  首付可分期,,http://guojigangzbjd.fang.com/,10000元/㎡,青岛市,城阳,城阳长城南路1号,120.395159,36.266669
中联自由港湾 ,1居|2居,40~78平米,http://ziyougangwan0532.fang.com/office/,17000元/㎡,青岛市,市北,市北新疆路8号,120.320939,36.082364
和达中心 ,和达中心城现房写字楼在售,,http://zhongxinchenghd.fang.com/,17000元/㎡,青岛市,市北,市北哈尔滨路88号。,120.39081,36.108648
半岛新天地 ,1居|2居|3居|4居,158平米,http://7080zhongxinguangchang.fang.com/office/,15000元/㎡,青岛市,市北,市北连云港路20号,120.381314,36.093358
招商局青岛网谷 ,招商局青岛网谷在售办公楼 均价7500元/㎡,,http://lanwanwangguzsj.fang.com/,7500元/㎡,青岛市,城阳,城阳双高路南，滨河路西,120.29439,36.264259
白金广场 ,1居,740~1225平米,http://baijinguangchang0532.fang.com/,22000元/㎡,青岛市,崂山,崂山文岭路5号,120.45006,36.113594
海信·环湾大厦 ,海信环湾大厦写字楼仅余3套,,http://huanwandashahx.fang.com/,13000元/㎡,青岛市,市北,市北瑞昌路226号（瑞昌路与环湾大道交汇）,120.345082,36.125995
云鼎国际 ,3居,,http://yundingguoji0532.fang.com/,9600元/㎡,青岛市,城阳,城阳瑞阳路99号,120.448762,36.310704
万丽国际广场 ,1居,70平米,http://guojiguangchangwl.fang.com/,12000元/㎡,青岛市,即墨,即墨振华街128号,120.453165,36.389327
万鑫中央广场 ,1居|2居|3居|5居|5居以上,40~636平米,http://zhongyangguangchangwx.fang.com/,13000元/㎡,青岛市,黄岛,黄岛政府西门、车轮山路（原宁波路）。,120.046066,35.873684
上品广场 ,上品广场项目写字楼待新推,,http://shangpinguangchang.fang.com/,价格待定,青岛市,平度,平度市长江路17号。,119.99978,36.776613
MAX商务红湾 ,MAX商务红湾在售价格为：7500元/平方米,,http://maxshangwuhongwan.fang.com/,7500元/㎡,青岛市,城阳,城阳广盛路和梅园路交叉口,120.272674,36.270191
丰和广场 ,1居,35~39平米,http://fengheguangchang0532.fang.com/,8000元/㎡,青岛市,城阳,城阳正阳东路330号,120.45066,36.303169
凯丰国际金融广场 ,1居,33~46平米,http://kaifengguojijinrongguangchang.fang.com/,13000元/㎡,青岛市,城阳,城阳汇智桥路88号,120.277666,36.267498
国金中心 ,国金中心项目写字楼在售均价21000元/平,,http://guojinzhongxin0532.fang.com/,21000元/㎡,青岛市,崂山,崂山辽阳东路与深圳路交汇处,120.449591,36.117083
索菲亚国际中心 ,索菲亚国际中心在售价格为：19000元/平方米,,http://suofeiyaguojizhongxin.fang.com/,19000元/㎡,青岛市,黄岛,黄岛经济技术开发区太行山路1号,120.188589,35.944281
汇通金融大厦 ,汇通金融大厦项目均价7000元/平,,http://jinrongdashaht0532.fang.com/,7000元/㎡,青岛市,平度,平度市青岛路与苏州路交界处。,119.961599,36.778636
航运大厦 ,5居以上,855平米,http://hangyundasha0532.fang.com/,10000元/㎡,青岛市,黄岛,黄岛北京路62号（海尔大道和前港湾路交汇处）,120.176127,35.984614
泰豪国际广场 ,2居|4居|5居|5居以上,157~2866平米,http://guojiguangchength.fang.com/,28000元/㎡,青岛市,城阳,城阳文阳路717号,120.373097,36.294806
天一仁和·财富中心 ,天一仁和财富中心目前公寓在售,,http://caifuzhongxintyrh.fang.com/,18000元/㎡,青岛市,城阳,城阳正阳中路166号,120.358854,36.306307
银丰晶品 ,1居,30~62平米,http://yinfengjingpin.fang.com/,18000元/㎡,青岛市,市北,市北辽宁路73号,120.341479,36.08329
瑞源名嘉国际 ,瑞源名嘉国际预计2018年上半年入住,,http://mingjiaguojiry.fang.com/,18000元/㎡,青岛市,黄岛,黄岛庐山路6号。,120.181874,35.956376
中国智谷青岛园区 ,中国智谷青岛园区均价为：8500元/平方米,,http://zgzgqdyq.fang.com/,8500元/㎡,青岛市,城阳,城阳汇智桥路与同顺路交汇处,120.284743,36.254387
坤唐菲尔克斯（青岛）国际酒店　 ,坤唐菲尔克斯（青岛）国际酒店清盘在售,,http://ktfeksqdgjjd.fang.com/,6400元/㎡,青岛市,胶州,胶州市兰州西路352号,119.996216,36.284107
信达蓝庭福邸 ,1居|2居,45~56平米,http://lantingfudixd0532.fang.com/,13000元/㎡,青岛市,市北,市北抚顺路33号,120.359169,36.100334
海信绍兴路66号公寓 ,1居,44~46平米,http://shaoxinglu66hao.fang.com/,13000元/㎡,青岛市,市北,市北绍兴路66号接待中心（新业广场南）。,120.389704,36.094591
万通财富中心 ,1居,44平米,http://caifuzhongxinwt.fang.com/office/,7500元/㎡,青岛市,平度,平度市人民路83号（人民路与杭州路交汇处）,119.967158,36.791134
紫荆公馆 ,1居,30~40平米,http://zijinggongguan0532.fang.com/,8000元/㎡,青岛市,城阳,城阳文阳路与锦城路交汇处精品海鲜市场南50米,120.377213,36.299568
荣德海岸壹号 ,荣德海岸壹号预计2018年年底整体交房,,http://haianyihaord.fang.com/,14000元/㎡,青岛市,黄岛,黄岛珠江路与萧山路交叉口,120.205119,35.954568
国汇金融中心 ,国汇金融中心在售价格为：15000元/平方米,,http://jinrongzhongxingh.fang.com/,15000元/㎡,青岛市,黄岛,黄岛长江中路487号，长江中路与庐山路交汇处，家佳源超市斜对面。,120.184446,35.952964
颐荣凯莱 ,颐荣凯莱在售价格为：13000元/平方米,,http://yirongkailai.fang.com/,13000元/㎡,青岛市,黄岛,黄岛月亮湾路1号,120.064925,35.890117
晶蓝公馆 ,晶蓝公馆平层公寓在售,,http://jinglangongguan2.fang.com/,18000元/㎡,青岛市,市北,市北延吉路221号,120.371851,36.08705
五征·财富中心 ,五征·财富中心在售价格为：10280元/平方米,,http://shouzuohlwz.fang.com/,10280元/㎡,青岛市,黄岛,黄岛紫金山路。,120.182025,35.964057
世茂悦海 ,1居|2居,64~96平米,http://shimaoyunding.fang.com/,16000元/㎡,青岛市,黄岛,黄岛海王路与海景路交汇处,120.056379,35.869996
万科中心城 ,1居,25平米,http://zhongxinchengwk20532.fang.com/,10000元/㎡,青岛市,城阳,城阳长城路89号,120.401753,36.288224
青岛天安数码城 ,3居|4居,128~188平米,http://shumachengqdta.fang.com/,价格待定,青岛市,城阳,城阳春阳路与荟城路交汇处,120.437044,36.314794
科创慧谷（青岛）科技园 ,科创慧谷（青岛）科技园二期B区办公在售,,http://huiguchanyeyuankc.fang.com/,7000元/㎡,青岛市,城阳,城阳秀园路1号,120.288688,36.267857
青岛泛海国际中心 ,青岛泛海国际中心写字楼及商铺后期出租,,http://guojigouwuzhongxinfh.fang.com/,价格待定,青岛市,市南,市南福州南路17号、27号,120.396788,36.068546
丽海广场 ,丽海广场项目预计推出写字楼时间和价格待定,,http://lihaiguangchang.fang.com/,价格待定,青岛市,崂山,崂山松岭路38号.,120.479516,36.100524
蓝湾智谷 ,蓝湾智谷规划中 新推时间待定,,http://lanwanzhigu.fang.com/,价格待定,青岛市,城阳,城阳火炬路91号,120.268759,36.259604
青岛蓝色中心 ,青岛蓝色中心产品封盘中 销售时间及价格待定,,http://lansezhongxinqd.fang.com/,价格待定,青岛市,即墨,即墨滨海大道与沙滩三路交汇处,120.717473,36.420594
山东高速·西海岸中心 ,山东高速西海岸中心商务综合体目前在售中,,http://guojihangyunzhongxinqd.fang.com/,19000元/㎡,青岛市,黄岛,黄岛滨海大道与武夷山路交汇处,120.190981,35.958486
4.0创业小镇 ,4.0创业小镇价格待定,,http://chuangyexiaozhen.fang.com/,价格待定,青岛市,黄岛,黄岛石寨山路1号,120.197772,35.960682
WFC协信中心 ,WFC协信中心售罄,,http://huanqiujinrongzhongxin0532.fang.com/,,青岛市,崂山,崂山秦岭路19号（苗岭路南、秦岭路西),120.468604,36.103852
青岛莱阳路8号 ,青岛莱阳路8号别墅公寓在售,,http://laiyanglu.fang.com/,70000元/㎡,青岛市,市南,市南莱阳路8号乙,120.330158,36.056133
新都朗悦 ,3居,116~130平米,http://xindulangyue.fang.com/,22000元/㎡,青岛市,市北,市北青岛市北区合肥路与台柳路交汇处（毗邻凯德）,120.395677,36.115239
福林苑三期 ,2居,114~117平米,http://fulinyuan0532.fang.com/3/,22000元/㎡,青岛市,李沧,李沧青山路608号，万年泉路与青山路的丁字路口交汇处,120.418,36.1465
开元御景 ,开元御景项目均价7100元/㎡,,http://kaiyuanyujing.fang.com/,7100元/㎡,青岛市,平度,平度市杭州路与朝阳路交汇处,119.949911,36.765565
恒大水晶广场 ,5居|5居以上,,http://shuijingguangchangqdhd.fang.com/,13500元/㎡,青岛市,黄岛,黄岛珠江路1007号。,120.1978,35.956486
集力新年华 ,2居|3居,78~123平米,http://chengshiguojijl.fang.com/,价格待定,青岛市,黄岛,黄岛长江东路区政府东800米（青岛理工大学斜对面）,120.203115,35.958412
万达·维多利亚湾 ,1居|2居|3居|4居,115~155平米,http://haigongguanwd0532.fang.com/,价格待定,青岛市,黄岛,黄岛西海岸新区同江路1号（前港湾区域东端）,120.25535,36.013838
华商金谷 ,华商金谷项目在售均价为5800元/㎡,,http://huashangjingu.fang.com/,5800元/㎡,青岛市,莱西,莱西市烟台路东与红岛路南交汇处,120.521848,36.875422
紫荆阁 ,2居|3居,83~125平米,http://zijingge.fang.com/,价格待定,青岛市,城阳,城阳海月路与新悦路交汇处,120.282695,36.245396
崂山七英里 ,崂山七英里项目开盘时间待定,,http://qiyinglils.fang.com/,价格待定,青岛市,崂山,崂山西临崂山石老人浴场、高尔夫球场，北靠石老人观光园,120.508418,36.095585
海尔地产崂山壹号院 ,海尔地产崂山壹号院新推时间待定,,http://laoshanyihaoyuanhe.fang.com/,价格待定,青岛市,崂山,崂山青岛市崂山区王哥庄港东社区3000号,120.669331,36.261184
静山悦园 ,3居|4居,150~169平米,http://jingshanyueyuan.fang.com/,40000元/㎡,青岛市,崂山,"崂山辽阳路以北,滨海大道以西",120.500316,36.164631
新兴·中心城 ,2居|3居|4居,95~201平米,http://zhongxinchengxx.fang.com/,价格待定,青岛市,即墨,即墨鹤山路与莲花山路交界处,120.545529,36.420251
海信花街小镇 ,海信花街小镇预计6月份首推电梯叠拼别墅,,http://huajiexiaozhen.fang.com/,价格待定,青岛市,黄岛,黄岛西海岸新区生态观光园东200米,120.068824,35.918106
兴华景园五期 ,2居|3居,87~104平米,http://xinghuajingyuan5.fang.com/,价格待定,青岛市,即墨,即墨城阳建材市场北城马路39号,120.371141,36.367168
保利·堂颂 ,3居|4居,120~160平米,http://baolitangsong.fang.com/,价格待定,青岛市,即墨,即墨华山二路17号,120.407723,36.402953
绿城留香园 ,3居|4居,176~224平米,http://liuxiangyuanlc0532.fang.com/,价格待定,青岛市,李沧,李沧金水路与铜川路交汇处,120.452391,36.17781
天一镜台山·香颂 ,天一镜台山·香颂别墅产品在售,,http://xiangsongtyjts.fang.com/,价格待定,青岛市,黄岛,黄岛镜台山南麓,120.028498,35.905119
龙湖九里晴川 ,2居|3居|4居,89~150平米,http://jiuliqingchuanlh0532.fang.com/,8000元/㎡,青岛市,黄岛,黄岛滨海大道旁博览城下一站,120.04996,35.875681
中德绿色公元 ,3居|4居|5居以上,140~345平米,http://lvsegongyuanzd.fang.com/,价格待定,青岛市,黄岛,黄岛中德生态园C-2组团,120.102538,36.094777
万科城市之光 ,万科城市之光价格待定,,http://chengshizhiguangwk0532.fang.com/,价格待定,青岛市,黄岛,黄岛江山路与淮河西路交汇处西100米,120.15556,36.03161
荣盛·锦绣外滩·观海阁 ,荣盛·锦绣外滩·观海阁预计2018年4月开盘,,http://jinxiuwaitanrs0532.fang.com/,价格待定,青岛市,胶州,胶州市交大大道以西，湘江路以南，创新大道以东，赣江路以北,120.094518,36.150622
越秀臻悦府 ,越秀臻悦府目前仅有商业别墅在售,,http://zhenyuefuyx.fang.com/,10000元/㎡,青岛市,黄岛,黄岛世纪大道以北、小台村西,119.975764,35.847446
昱苑·金岸丽景二期 ,昱苑·金岸丽景二期具体开盘时间待定,,http://jinanlijingyy.fang.com/2/,价格待定,青岛市,胶州,胶州市李哥庄迎宾大街25号,120.160803,36.348552
市北建投凤凰城 ,市北建投凤凰城价格待定,,http://fenghuangchengsbjt.fang.com/,价格待定,青岛市,市北,市北广昌路5号,120.35285,36.11994
开元盛景 ,开元城开元盛景在售小高层均价6700元/㎡,,http://kaiyuanshengjing0532.fang.com/,6700元/㎡,青岛市,平度,平度市杭州路与朝阳路交汇处,119.949911,36.765565
状元府邸 ,状元府邸项目预计2019年9月交房,,http://zhuangyuanfudi0532.fang.com/,6500元/㎡,青岛市,平度,平度市杭州路与朝阳路交汇处（开元城R26;开元盛景南门）,119.949911,36.765565
西海岸碧桂园·翡翠湾 ,,,http://feicuiwanbgyxha.fang.com/,价格待定,青岛市,黄岛,黄岛西海岸新区长江路与衡山路交汇处北400米,120.217442,35.961248
天泰·时光印象 ,天泰·时光印象价格待定,,http://shiguangyinxiangtt.fang.com/2/,价格待定,青岛市,胶州,胶州市南区：香港路与沈海高速交汇处 北区：上海路与规划1号路交汇处,119.956747,36.248983
融创红岛湾 ,3居|4居,142~182平米,http://hongdaowanrc.fang.com/,价格待定,青岛市,城阳,城阳羊毛滩,120.278565,36.199498
新城国际 ,新城国际仅剩少量商铺在售,,http://xinchengguoji0532.fang.com/,10000元/㎡,青岛市,黄岛,黄岛东岳中路1399号,120.01181,35.891577
时基萍乡悦府 ,1居,27~51平米,http://pingxiangyuefusj.fang.com/,30000元/㎡,青岛市,市北,市北青岛市市北区萍乡路52号,120.381099,36.12277
利群崂山购物广场 ,利群金鼎大厦写字楼在售均价30000元/平左右,,http://liqunjindingguangchang.fang.com/,30000元/㎡,青岛市,崂山,崂山青岛啤酒城对面，海尔路与香港东路路口,120.467941,36.098018
青岛复星天贸城 ,青岛复星天贸城占地面积3690亩开盘时间待定,,http://fxxhtmc.fang.com/,价格待定,青岛市,即墨,即墨华山二路西侧，南到长江一路。,120.411982,36.372311
青岛富都国际广场 ,青岛富都国际广场价格待定,,http://fuduguojiguangchangqd.fang.com/,价格待定,青岛市,黄岛,黄岛滨海大道东、水城中央路西,120.04996,35.875681
青岛光谷国际海洋信息港 ,青岛光谷国际海洋信息港在售写字楼,,http://ruanjianyuanqdgg.fang.com/,7100元/㎡,青岛市,黄岛,黄岛峨眉山路与富春江路交汇处。,120.160536,35.951921
青岛计世高科园 ,计世高科园在售办公项目均价10000元/㎡,,http://jsgxyqd.fang.com/,10000元/㎡,青岛市,城阳,城阳青岛高新区河东路377号,120.290303,36.275871
黑卓中心 ,黑卓中心在售价格为：20000元/平方米,,http://heizhuozhongxin.fang.com/,20000元/㎡,青岛市,黄岛,黄岛开发区庐山路65号，庐山路与珠江路交汇处,120.1868,35.94952
