,IP,,,PORT,,TYPE,Æ´½Ó
{'ip_port': ',121.31.100.17,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.100.17:8123', 'user_pass': ''},"
{'ip_port': ',183.151.41.160,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.151.41.160:3128', 'user_pass': ''},"
{'ip_port': ',121.31.146.189,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.146.189:8123', 'user_pass': ''},"
{'ip_port': ',110.73.53.223,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.53.223:8123', 'user_pass': ''},"
{'ip_port': ',171.38.94.161,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.38.94.161:8123', 'user_pass': ''},"
{'ip_port': ',125.126.173.92,,:,22639,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.126.173.92:22639', 'user_pass': ''},"
{'ip_port': ',121.31.150.2,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.150.2:8123', 'user_pass': ''},"
{'ip_port': ',110.72.31.239,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.31.239:8123', 'user_pass': ''},"
{'ip_port': ',110.73.10.7,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.10.7:8123', 'user_pass': ''},"
{'ip_port': ',180.122.149.137,,:,34244,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.149.137:34244', 'user_pass': ''},"
{'ip_port': ',110.73.10.95,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.10.95:8123', 'user_pass': ''},"
{'ip_port': ',140.250.128.56,,:,22918,"', 'user_pass': ''},",HTTPS,"{'ip_port': '140.250.128.56:22918', 'user_pass': ''},"
{'ip_port': ',144.255.14.217,,:,38621,"', 'user_pass': ''},",HTTP,"{'ip_port': '144.255.14.217:38621', 'user_pass': ''},"
{'ip_port': ',120.35.203.85,,:,20013,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.35.203.85:20013', 'user_pass': ''},"
{'ip_port': ',123.163.134.88,,:,45469,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.163.134.88:45469', 'user_pass': ''},"
{'ip_port': ',121.31.102.215,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.102.215:8123', 'user_pass': ''},"
{'ip_port': ',125.79.71.104,,:,30096,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.79.71.104:30096', 'user_pass': ''},"
{'ip_port': ',110.73.49.3,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.49.3:8123', 'user_pass': ''},"
{'ip_port': ',110.73.52.26,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.52.26:8123', 'user_pass': ''},"
{'ip_port': ',171.39.29.140,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.29.140:8123', 'user_pass': ''},"
{'ip_port': ',27.157.3.7,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.157.3.7:3128', 'user_pass': ''},"
{'ip_port': ',110.73.55.88,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.55.88:8123', 'user_pass': ''},"
{'ip_port': ',121.31.194.45,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.194.45:8123', 'user_pass': ''},"
{'ip_port': ',110.73.50.45,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.50.45:8123', 'user_pass': ''},"
{'ip_port': ',175.162.104.131,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.162.104.131:80', 'user_pass': ''},"
{'ip_port': ',110.73.30.179,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.30.179:8123', 'user_pass': ''},"
{'ip_port': ',110.73.10.173,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.10.173:8123', 'user_pass': ''},"
{'ip_port': ',171.12.138.44,,:,34066,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.12.138.44:34066', 'user_pass': ''},"
{'ip_port': ',171.13.36.167,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.13.36.167:808', 'user_pass': ''},"
{'ip_port': ',121.31.193.25,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.193.25:8123', 'user_pass': ''},"
{'ip_port': ',121.31.194.158,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.194.158:8123', 'user_pass': ''},"
{'ip_port': ',115.202.73.196,,:,49432,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.202.73.196:49432', 'user_pass': ''},"
{'ip_port': ',123.162.194.5,,:,24905,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.162.194.5:24905', 'user_pass': ''},"
{'ip_port': ',123.162.194.5,,:,24905,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.162.194.5:24905', 'user_pass': ''},"
{'ip_port': ',110.72.18.113,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.18.113:8123', 'user_pass': ''},"
{'ip_port': ',110.73.43.179,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.43.179:8123', 'user_pass': ''},"
{'ip_port': ',180.213.63.61,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.213.63.61:8123', 'user_pass': ''},"
{'ip_port': ',110.73.11.193,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.11.193:8123', 'user_pass': ''},"
{'ip_port': ',140.250.136.217,,:,23018,"', 'user_pass': ''},",HTTPS,"{'ip_port': '140.250.136.217:23018', 'user_pass': ''},"
{'ip_port': ',60.167.134.70,,:,34851,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.167.134.70:34851', 'user_pass': ''},"
{'ip_port': ',114.230.216.192,,:,23473,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.216.192:23473', 'user_pass': ''},"
{'ip_port': ',110.73.42.13,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.42.13:8123', 'user_pass': ''},"
{'ip_port': ',36.99.215.53,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.99.215.53:808', 'user_pass': ''},"
{'ip_port': ',121.31.195.250,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.195.250:8123', 'user_pass': ''},"
{'ip_port': ',221.229.18.147,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '221.229.18.147:3128', 'user_pass': ''},"
{'ip_port': ',110.73.28.109,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.28.109:8123', 'user_pass': ''},"
{'ip_port': ',110.73.52.129,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.52.129:8123', 'user_pass': ''},"
{'ip_port': ',118.254.153.73,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.153.73:3128', 'user_pass': ''},"
{'ip_port': ',124.228.239.42,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '124.228.239.42:3128', 'user_pass': ''},"
{'ip_port': ',223.146.255.124,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '223.146.255.124:8888', 'user_pass': ''},"
{'ip_port': ',110.73.54.224,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.54.224:8123', 'user_pass': ''},"
{'ip_port': ',115.203.204.25,,:,45956,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.203.204.25:45956', 'user_pass': ''},"
{'ip_port': ',125.126.166.222,,:,34552,"', 'user_pass': ''},",HTTP,"{'ip_port': '125.126.166.222:34552', 'user_pass': ''},"
{'ip_port': ',110.73.54.135,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.54.135:8123', 'user_pass': ''},"
{'ip_port': ',118.254.155.242,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.155.242:3128', 'user_pass': ''},"
{'ip_port': ',110.73.51.114,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.51.114:8123', 'user_pass': ''},"
{'ip_port': ',110.73.0.110,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.0.110:8123', 'user_pass': ''},"
{'ip_port': ',111.179.93.115,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.179.93.115:808', 'user_pass': ''},"
{'ip_port': ',49.85.5.102,,:,33927,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.85.5.102:33927', 'user_pass': ''},"
{'ip_port': ',110.82.116.35,,:,31931,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.82.116.35:31931', 'user_pass': ''},"
{'ip_port': ',110.73.33.215,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.33.215:8123', 'user_pass': ''},"
{'ip_port': ',110.73.55.118,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.55.118:8123', 'user_pass': ''},"
{'ip_port': ',140.250.95.85,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '140.250.95.85:8888', 'user_pass': ''},"
{'ip_port': ',115.213.176.218,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.176.218:3128', 'user_pass': ''},"
{'ip_port': ',110.72.40.188,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.40.188:8123', 'user_pass': ''},"
{'ip_port': ',110.73.32.6,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.32.6:8123', 'user_pass': ''},"
{'ip_port': ',14.112.76.162,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '14.112.76.162:3128', 'user_pass': ''},"
{'ip_port': ',114.239.173.74,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.239.173.74:8888', 'user_pass': ''},"
{'ip_port': ',183.48.33.144,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.48.33.144:8118', 'user_pass': ''},"
{'ip_port': ',171.38.17.212,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.38.17.212:8123', 'user_pass': ''},"
{'ip_port': ',171.39.42.248,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.39.42.248:8123', 'user_pass': ''},"
{'ip_port': ',113.105.200.150,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.105.200.150:3128', 'user_pass': ''},"
{'ip_port': ',114.230.41.7,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.41.7:3128', 'user_pass': ''},"
{'ip_port': ',110.85.89.22,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.85.89.22:808', 'user_pass': ''},"
{'ip_port': ',183.145.204.167,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.145.204.167:3128', 'user_pass': ''},"
{'ip_port': ',113.105.200.30,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.105.200.30:3128', 'user_pass': ''},"
{'ip_port': ',27.156.151.27,,:,46258,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.156.151.27:46258', 'user_pass': ''},"
{'ip_port': ',114.236.2.177,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.236.2.177:808', 'user_pass': ''},"
{'ip_port': ',171.14.233.79,,:,46140,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.14.233.79:46140', 'user_pass': ''},"
{'ip_port': ',115.221.116.25,,:,25354,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.116.25:25354', 'user_pass': ''},"
{'ip_port': ',115.46.67.162,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.67.162:8123', 'user_pass': ''},"
{'ip_port': ',180.120.207.138,,:,49729,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.120.207.138:49729', 'user_pass': ''},"
{'ip_port': ',110.73.48.47,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.48.47:8123', 'user_pass': ''},"
{'ip_port': ',114.230.41.100,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.41.100:3128', 'user_pass': ''},"
{'ip_port': ',122.4.46.87,,:,35206,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.4.46.87:35206', 'user_pass': ''},"
{'ip_port': ',121.31.148.55,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.148.55:8123', 'user_pass': ''},"
{'ip_port': ',123.14.162.204,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.14.162.204:8118', 'user_pass': ''},"
{'ip_port': ',121.31.102.113,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.102.113:8123', 'user_pass': ''},"
{'ip_port': ',111.192.187.190,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '111.192.187.190:8118', 'user_pass': ''},"
{'ip_port': ',120.33.247.130,,:,43889,"', 'user_pass': ''},",HTTP,"{'ip_port': '120.33.247.130:43889', 'user_pass': ''},"
{'ip_port': ',113.93.100.82,,:,38561,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.93.100.82:38561', 'user_pass': ''},"
{'ip_port': ',110.90.186.92,,:,34374,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.90.186.92:34374', 'user_pass': ''},"
{'ip_port': ',110.73.6.220,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.6.220:8123', 'user_pass': ''},"
{'ip_port': ',120.40.38.206,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '120.40.38.206:808', 'user_pass': ''},"
{'ip_port': ',121.31.149.59,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.149.59:8123', 'user_pass': ''},"
{'ip_port': ',42.229.205.24,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.229.205.24:8118', 'user_pass': ''},"
{'ip_port': ',115.46.88.158,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.88.158:8123', 'user_pass': ''},"
{'ip_port': ',49.71.60.52,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.71.60.52:8118', 'user_pass': ''},"
{'ip_port': ',115.46.79.153,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.79.153:8123', 'user_pass': ''},"
{'ip_port': ',114.232.81.119,,:,26051,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.232.81.119:26051', 'user_pass': ''},"
{'ip_port': ',125.109.192.36,,:,27752,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.109.192.36:27752', 'user_pass': ''},"
{'ip_port': ',121.206.69.103,,:,38378,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.206.69.103:38378', 'user_pass': ''},"
{'ip_port': ',59.41.204.203,,:,53281,"', 'user_pass': ''},",HTTP,"{'ip_port': '59.41.204.203:53281', 'user_pass': ''},"
{'ip_port': ',113.227.177.106,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.227.177.106:80', 'user_pass': ''},"
{'ip_port': ',175.146.51.134,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.146.51.134:80', 'user_pass': ''},"
{'ip_port': ',180.119.65.114,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.119.65.114:3128', 'user_pass': ''},"
{'ip_port': ',115.202.252.12,,:,44724,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.202.252.12:44724', 'user_pass': ''},"
{'ip_port': ',123.149.160.178,,:,37635,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.149.160.178:37635', 'user_pass': ''},"
{'ip_port': ',27.40.130.125,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.130.125:61234', 'user_pass': ''},"
{'ip_port': ',180.119.65.97,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.119.65.97:3128', 'user_pass': ''},"
{'ip_port': ',27.40.145.62,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.145.62:61234', 'user_pass': ''},"
{'ip_port': ',49.79.69.168,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.79.69.168:8118', 'user_pass': ''},"
{'ip_port': ',110.72.39.133,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.39.133:8123', 'user_pass': ''},"
{'ip_port': ',113.222.82.0,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.222.82.0:808', 'user_pass': ''},"
{'ip_port': ',118.254.148.61,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.148.61:3128', 'user_pass': ''},"
{'ip_port': ',49.81.8.19,,:,39083,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.81.8.19:39083', 'user_pass': ''},"
{'ip_port': ',110.73.0.63,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.0.63:8123', 'user_pass': ''},"
{'ip_port': ',115.213.201.200,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.201.200:808', 'user_pass': ''},"
{'ip_port': ',118.254.153.167,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.153.167:3128', 'user_pass': ''},"
{'ip_port': ',121.31.150.225,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.150.225:8123', 'user_pass': ''},"
{'ip_port': ',123.185.128.166,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.185.128.166:8118', 'user_pass': ''},"
{'ip_port': ',42.5.77.54,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.5.77.54:80', 'user_pass': ''},"
{'ip_port': ',59.51.122.198,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '59.51.122.198:3128', 'user_pass': ''},"
{'ip_port': ',110.189.207.12,,:,40321,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.189.207.12:40321', 'user_pass': ''},"
{'ip_port': ',118.254.148.177,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.148.177:3128', 'user_pass': ''},"
{'ip_port': ',180.105.38.209,,:,30540,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.105.38.209:30540', 'user_pass': ''},"
{'ip_port': ',113.124.218.50,,:,30769,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.124.218.50:30769', 'user_pass': ''},"
{'ip_port': ',171.13.37.71,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.13.37.71:808', 'user_pass': ''},"
{'ip_port': ',27.40.138.234,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.138.234:61234', 'user_pass': ''},"
{'ip_port': ',60.169.218.251,,:,22586,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.169.218.251:22586', 'user_pass': ''},"
{'ip_port': ',118.254.152.94,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.152.94:3128', 'user_pass': ''},"
{'ip_port': ',123.157.206.22,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.157.206.22:80', 'user_pass': ''},"
{'ip_port': ',110.73.49.135,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.49.135:8123', 'user_pass': ''},"
{'ip_port': ',27.40.138.105,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.138.105:61234', 'user_pass': ''},"
{'ip_port': ',27.40.130.168,,:,61234,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.40.130.168:61234', 'user_pass': ''},"
{'ip_port': ',123.163.146.46,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.163.146.46:808', 'user_pass': ''},"
{'ip_port': ',183.4.54.196,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.4.54.196:8118', 'user_pass': ''},"
{'ip_port': ',183.151.43.37,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.151.43.37:3128', 'user_pass': ''},"
{'ip_port': ',113.105.203.185,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.105.203.185:3128', 'user_pass': ''},"
{'ip_port': ',121.20.138.29,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.20.138.29:80', 'user_pass': ''},"
{'ip_port': ',121.31.146.125,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.146.125:8123', 'user_pass': ''},"
{'ip_port': ',221.229.18.66,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '221.229.18.66:3128', 'user_pass': ''},"
{'ip_port': ',117.24.37.106,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.24.37.106:808', 'user_pass': ''},"
{'ip_port': ',113.93.100.104,,:,47518,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.93.100.104:47518', 'user_pass': ''},"
{'ip_port': ',180.119.65.170,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.119.65.170:3128', 'user_pass': ''},"
{'ip_port': ',60.175.213.26,,:,34249,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.175.213.26:34249', 'user_pass': ''},"
{'ip_port': ',125.106.130.102,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.106.130.102:3128', 'user_pass': ''},"
{'ip_port': ',218.95.103.221,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '218.95.103.221:8118', 'user_pass': ''},"
{'ip_port': ',115.46.69.191,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.69.191:8123', 'user_pass': ''},"
{'ip_port': ',27.16.163.1,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.16.163.1:808', 'user_pass': ''},"
{'ip_port': ',49.70.33.188,,:,39429,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.70.33.188:39429', 'user_pass': ''},"
{'ip_port': ',110.73.51.124,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.51.124:8123', 'user_pass': ''},"
{'ip_port': ',175.162.143.161,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.162.143.161:80', 'user_pass': ''},"
{'ip_port': ',110.73.7.100,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.7.100:8123', 'user_pass': ''},"
{'ip_port': ',115.237.238.64,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.237.238.64:3128', 'user_pass': ''},"
{'ip_port': ',42.58.144.72,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.58.144.72:80', 'user_pass': ''},"
{'ip_port': ',118.254.152.79,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.152.79:3128', 'user_pass': ''},"
{'ip_port': ',113.121.242.69,,:,25564,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.121.242.69:25564', 'user_pass': ''},"
{'ip_port': ',14.20.181.151,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '14.20.181.151:8118', 'user_pass': ''},"
{'ip_port': ',125.126.175.178,,:,43276,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.126.175.178:43276', 'user_pass': ''},"
{'ip_port': ',122.4.29.6,,:,45978,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.4.29.6:45978', 'user_pass': ''},"
{'ip_port': ',114.230.120.25,,:,25548,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.120.25:25548', 'user_pass': ''},"
{'ip_port': ',110.73.41.196,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.41.196:8123', 'user_pass': ''},"
{'ip_port': ',182.42.45.219,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.45.219:808', 'user_pass': ''},"
{'ip_port': ',60.166.194.116,,:,8888,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.166.194.116:8888', 'user_pass': ''},"
{'ip_port': ',27.40.146.27,,:,61234,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.40.146.27:61234', 'user_pass': ''},"
{'ip_port': ',49.74.207.225,,:,25991,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.74.207.225:25991', 'user_pass': ''},"
{'ip_port': ',110.73.31.159,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.31.159:8123', 'user_pass': ''},"
{'ip_port': ',115.213.200.86,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.200.86:3128', 'user_pass': ''},"
{'ip_port': ',27.41.188.201,,:,8080,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.41.188.201:8080', 'user_pass': ''},"
{'ip_port': ',42.225.219.95,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '42.225.219.95:8118', 'user_pass': ''},"
{'ip_port': ',115.217.254.206,,:,26260,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.217.254.206:26260', 'user_pass': ''},"
{'ip_port': ',121.224.40.40,,:,21793,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.224.40.40:21793', 'user_pass': ''},"
{'ip_port': ',59.173.54.18,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '59.173.54.18:8118', 'user_pass': ''},"
{'ip_port': ',110.73.0.209,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.0.209:8123', 'user_pass': ''},"
{'ip_port': ',27.185.176.213,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.185.176.213:8118', 'user_pass': ''},"
{'ip_port': ',115.193.103.169,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.193.103.169:61234', 'user_pass': ''},"
{'ip_port': ',110.73.4.245,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.4.245:8123', 'user_pass': ''},"
{'ip_port': ',115.46.97.213,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.97.213:8123', 'user_pass': ''},"
{'ip_port': ',59.51.120.214,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.51.120.214:3128', 'user_pass': ''},"
{'ip_port': ',117.86.206.131,,:,47943,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.86.206.131:47943', 'user_pass': ''},"
{'ip_port': ',110.73.32.191,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.32.191:8123', 'user_pass': ''},"
{'ip_port': ',119.181.167.110,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.181.167.110:8118', 'user_pass': ''},"
{'ip_port': ',183.151.40.75,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.151.40.75:3128', 'user_pass': ''},"
{'ip_port': ',118.254.152.75,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.152.75:3128', 'user_pass': ''},"
{'ip_port': ',110.73.32.207,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.32.207:8123', 'user_pass': ''},"
{'ip_port': ',110.73.29.208,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.29.208:8123', 'user_pass': ''},"
{'ip_port': ',110.73.28.68,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.28.68:8123', 'user_pass': ''},"
{'ip_port': ',27.40.152.20,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.152.20:61234', 'user_pass': ''},"
{'ip_port': ',110.73.51.147,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.51.147:8123', 'user_pass': ''},"
